Setup title,I_V_sweep_0_7V_light
4.25,1.62491E-09
4.24,1.61243E-09
4.23,1.59283E-09
4.22,1.56685E-09
4.21,1.58342E-09
4.2,1.56875E-09
4.19,1.58624E-09
4.18,1.59511E-09
4.17,1.6123E-09
4.16,1.555E-09
4.15,1.61002E-09
4.14,1.62011E-09
4.13,1.62785E-09
4.12,1.62007E-09
4.11,1.59107E-09
4.1,1.61319E-09
4.09,1.60512E-09
4.08,1.55092E-09
4.07,1.57761E-09
4.06,1.59373E-09
4.05,1.54997E-09
4.04,1.47815E-09
4.03,1.4937E-09
4.02,1.47976E-09
4.01,1.4576E-09
4,1.45344E-09
3.99,1.45206E-09
3.98,1.42399E-09
3.97,1.45062E-09
3.96,1.44553E-09
3.95,1.43323E-09
3.94,1.41153E-09
3.93,1.3795E-09
3.92,1.36565E-09
3.91,1.36929E-09
3.9,1.3806E-09
3.89,1.38671E-09
3.88,1.34842E-09
3.87,1.33871E-09
3.86,1.36149E-09
3.85,1.37414E-09
3.84,1.36389E-09
3.83,1.35656E-09
3.82,1.39425E-09
3.81,1.4064E-09
3.8,1.35925E-09
3.79,1.34097E-09
3.78,1.32739E-09
3.77,1.32904E-09
3.76,1.32484E-09
3.75,1.34812E-09
3.74,1.33913E-09
3.73,1.30838E-09
3.72,1.32339E-09
3.71,1.33222E-09
3.7,1.33478E-09
3.69,1.32992E-09
3.68,1.30929E-09
3.67,1.30776E-09
3.66,1.30857E-09
3.65,1.28281E-09
3.64,1.29295E-09
3.63,1.27249E-09
3.62,1.25627E-09
3.61,1.25418E-09
3.6,1.25062E-09
3.59,1.24849E-09
3.58,1.25144E-09
3.57,1.26568E-09
3.56,1.22651E-09
3.55,1.21197E-09
3.54,1.21071E-09
3.53,1.19663E-09
3.52,1.21536E-09
3.51,1.22765E-09
3.5,1.24777E-09
3.49,1.27588E-09
3.48,1.25258E-09
3.47,1.25959E-09
3.46,1.20895E-09
3.45,1.21293E-09
3.44,1.24916E-09
3.43,1.24447E-09
3.42,1.20654E-09
3.41,1.1879E-09
3.4,1.18468E-09
3.39,1.23818E-09
3.38,1.21281E-09
3.37,1.17467E-09
3.36,1.16112E-09
3.35,1.1601E-09
3.34,1.19996E-09
3.33,1.17675E-09
3.32,1.13321E-09
3.31,1.15449E-09
3.3,1.15912E-09
3.29,1.15071E-09
3.28,1.17473E-09
3.27,1.21678E-09
3.26,1.21316E-09
3.25,1.18499E-09
3.24,1.18685E-09
3.23,1.11126E-09
3.22,1.12654E-09
3.21,1.09033E-09
3.2,1.10692E-09
3.19,1.10929E-09
3.18,1.08553E-09
3.17,1.13216E-09
3.16,1.0657E-09
3.15,1.08348E-09
3.14,1.06037E-09
3.13,1.06084E-09
3.12,1.0659E-09
3.11,1.08467E-09
3.1,1.03987E-09
3.09,1.04962E-09
3.08,1.07239E-09
3.07,1.01998E-09
3.06,1.01563E-09
3.05,1.03161E-09
3.04,9.7279E-10
3.03,9.9429E-10
3.02,9.8267E-10
3.01,9.8511E-10
3,9.5398E-10
2.99,9.7696E-10
2.98,9.9616E-10
2.97,1.02899E-09
2.96,9.9498E-10
2.95,9.5655E-10
2.94,9.2877E-10
2.93,9.3249E-10
2.92,9.0401E-10
2.91,9.125E-10
2.9,9.0082E-10
2.89,8.7927E-10
2.88,8.71E-10
2.87,8.7705E-10
2.86,8.8428E-10
2.85,8.7052E-10
2.84,9.488E-10
2.83,9.4089E-10
2.82,9.3454E-10
2.81,9.4426E-10
2.8,9.1136E-10
2.79,9.1147E-10
2.78,9.0245E-10
2.77,8.9576E-10
2.76,8.7516E-10
2.75,8.9686E-10
2.74,9.0997E-10
2.73,9.0982E-10
2.72,8.3817E-10
2.71,8.6662E-10
2.7,8.8285E-10
2.69,8.1002E-10
2.68,8.1604E-10
2.67,8.2339E-10
2.66,8.2151E-10
2.65,8.2847E-10
2.64,8.2463E-10
2.63,8.5007E-10
2.62,8.0115E-10
2.61,8.2368E-10
2.6,8.2001E-10
2.59,8.0518E-10
2.58,8.0404E-10
2.57,7.864E-10
2.56,7.7091E-10
2.55,7.8489E-10
2.54,8.1437E-10
2.53,8.5265E-10
2.52,8.627E-10
2.51,8.3485E-10
2.5,8.6827E-10
2.49,8.5388E-10
2.48,8.3541E-10
2.47,8.4299E-10
2.46,8.4045E-10
2.45,7.9582E-10
2.44,7.9779E-10
2.43,7.686E-10
2.42,7.2365E-10
2.41,7.281E-10
2.4,7.2878E-10
2.39,7.3131E-10
2.38,7.2423E-10
2.37,7.5362E-10
2.36,6.9275E-10
2.35,6.9256E-10
2.34,7.078E-10
2.33,6.773E-10
2.32,6.5476E-10
2.31,6.5219E-10
2.3,6.5865E-10
2.29,6.6432E-10
2.28,6.4783E-10
2.27,6.4457E-10
2.26,6.4151E-10
2.25,6.2482E-10
2.24,6.1203E-10
2.23,5.9191E-10
2.22,6.1116E-10
2.21,6.2762E-10
2.2,6.2959E-10
2.19,6.5807E-10
2.18,6.8349E-10
2.17,6.5134E-10
2.16,6.0936E-10
2.15,6.0148E-10
2.14,6.5384E-10
2.13,6.3908E-10
2.12,6.7995E-10
2.11,6.3328E-10
2.1,6.1457E-10
2.09,6.1049E-10
2.08,6.0724E-10
2.07,6.0588E-10
2.06,6.0605E-10
2.05,5.813E-10
2.04,6.0297E-10
2.03,6.0788E-10
2.02,6.2384E-10
2.01,6.6237E-10
2,6.708E-10
1.99,6.3348E-10
1.98,6.333E-10
1.97,5.5658E-10
1.96,5.3742E-10
1.95,5.5973E-10
1.94,5.4235E-10
1.93,5.6354E-10
1.92,5.6133E-10
1.91,5.743E-10
1.9,5.4982E-10
1.89,5.6009E-10
1.88,5.359E-10
1.87,5.3231E-10
1.86,5.1133E-10
1.85,5.2871E-10
1.84,5.4363E-10
1.83,5.0387E-10
1.82,5.3041E-10
1.81,4.9849E-10
1.8,4.7981E-10
1.79,4.6009E-10
1.78,4.4938E-10
1.77,4.7275E-10
1.76,4.5509E-10
1.75,4.5641E-10
1.74,4.3071E-10
1.73,4.196E-10
1.72,4.4602E-10
1.71,4.3331E-10
1.7,4.2966E-10
1.69,4.844E-10
1.68,4.6725E-10
1.67,4.6887E-10
1.66,4.4327E-10
1.65,4.3322E-10
1.64,4.166E-10
1.63,4.0227E-10
1.62,3.931E-10
1.61,4.0422E-10
1.6,4.0775E-10
1.59,4.1855E-10
1.58,4.3693E-10
1.57,4.0896E-10
1.56,4.1751E-10
1.55,4.1301E-10
1.54,4.0973E-10
1.53,4.0412E-10
1.52,3.9965E-10
1.51,3.9867E-10
1.5,3.9361E-10
1.49,3.5439E-10
1.48,3.6535E-10
1.47,3.5855E-10
1.46,3.4634E-10
1.45,3.6523E-10
1.44,3.7254E-10
1.43,3.6371E-10
1.42,3.5227E-10
1.41,3.2796E-10
1.4,3.2652E-10
1.39,3.2369E-10
1.38,3.2058E-10
1.37,3.1182E-10
1.36,3.172E-10
1.35,3.2523E-10
1.34,3.0625E-10
1.33,3.0291E-10
1.32,3.0281E-10
1.31,3.0259E-10
1.3,2.9625E-10
1.29,2.9152E-10
1.28,2.8141E-10
1.27,2.7579E-10
1.26,2.727E-10
1.25,2.8051E-10
1.24,2.9035E-10
1.23,2.6859E-10
1.22,2.6727E-10
1.21,2.7257E-10
1.2,2.773E-10
1.19,2.8506E-10
1.18,2.804E-10
1.17,2.8115E-10
1.16,3.1475E-10
1.15,3.0968E-10
1.14,2.8436E-10
1.13,2.9509E-10
1.12,2.6401E-10
1.11,2.6546E-10
1.1,2.5572E-10
1.09,2.6166E-10
1.08,2.748E-10
1.07,2.7633E-10
1.06,2.68E-10
1.05,2.4217E-10
1.04,2.6072E-10
1.03,2.6249E-10
1.02,2.7157E-10
1.01,2.541E-10
1,2.2854E-10
0.99,2.3284E-10
0.98,2.4598E-10
0.97,2.519E-10
0.96,2.4615E-10
0.95,2.4963E-10
0.94,2.5859E-10
0.93,2.44E-10
0.92,2.4799E-10
0.91,2.5685E-10
0.9,2.5884E-10
0.89,2.5861E-10
0.88,2.6679E-10
0.87,2.3801E-10
0.86,2.5527E-10
0.85,3.0622E-10
0.84,3.1068E-10
0.83,3.0798E-10
0.82,2.717E-10
0.81,2.5893E-10
0.8,2.4268E-10
0.79,2.7317E-10
0.78,2.9336E-10
0.77,2.8755E-10
0.76,2.3143E-10
0.75,2.5302E-10
0.74,2.2401E-10
0.73,2.1018E-10
0.72,2.488E-10
0.71,2.8689E-10
0.7,2.7162E-10
0.69,3.2316E-10
0.68,2.7669E-10
0.67,2.3107E-10
0.66,2.3659E-10
0.65,2.3953E-10
0.64,2.5436E-10
0.63,2.6121E-10
0.62,2.4999E-10
0.61,2.4168E-10
0.6,2.2248E-10
0.59,2.1778E-10
0.58,2.0644E-10
0.57,2.032E-10
0.56,2.2469E-10
0.55,2.0676E-10
0.54,2.2576E-10
0.53,2.2683E-10
0.52,2.0043E-10
0.51,2.1962E-10
0.5,2.1365E-10
0.49,2.0177E-10
0.48,2.3301E-10
0.47,2.3065E-10
0.46,2.2546E-10
0.45,2.102E-10
0.44,1.804E-10
0.43,1.891E-10
0.42,1.8766E-10
0.41,1.7514E-10
0.4,1.823E-10
0.39,1.8112E-10
0.38,1.7603E-10
0.37,1.7608E-10
0.36,1.6835E-10
0.35,1.5646E-10
0.34,1.5227E-10
0.33,1.5092E-10
0.32,1.8733E-10
0.31,1.9033E-10
0.3,1.6608E-10
0.29,1.5916E-10
0.28,1.4807E-10
0.27,1.4041E-10
0.26,1.5105E-10
0.25,1.3344E-10
0.24,1.4014E-10
0.23,1.5756E-10
0.22,1.4898E-10
0.21,1.6211E-10
0.2,1.3156E-10
0.19,1.4138E-10
0.18,1.609E-10
0.17,1.5021E-10
0.16,1.5157E-10
0.15,1.3129E-10
0.14,1.2685E-10
0.13,1.2084E-10
0.12,1.3005E-10
0.11,1.1145E-10
0.1,1.1794E-10
0.09,1.106E-10
0.08,1.0005E-10
0.07,8.366E-11
0.06,7.278E-11
0.05,5.616E-11
0.04,4.806E-11
0.03,3.686E-11
0.02,1.651E-11
0.01,-5.56E-12
0,-3.408E-11
