Setup title,I_V_sweep_0_6V_light
2.26,6.0957E-10
2.25,6.1391E-10
2.24,5.9337E-10
2.23,5.9212E-10
2.22,6.1218E-10
2.21,6.3616E-10
2.2,6.4329E-10
2.19,6.2563E-10
2.18,6.635E-10
2.17,6.6459E-10
2.16,6.4261E-10
2.15,6.2512E-10
2.14,6.4174E-10
2.13,6.2345E-10
2.12,6.1215E-10
2.11,5.5279E-10
2.1,5.6073E-10
2.09,6.067E-10
2.08,5.9783E-10
2.07,6.0445E-10
2.06,6.0756E-10
2.05,6.1884E-10
2.04,6.1594E-10
2.03,6.1385E-10
2.02,5.7978E-10
2.01,5.8237E-10
2,5.6283E-10
1.99,6.0171E-10
1.98,5.7098E-10
1.97,5.7849E-10
1.96,6.1977E-10
1.95,5.9383E-10
1.94,5.6422E-10
1.93,5.6375E-10
1.92,5.4441E-10
1.91,5.3153E-10
1.9,5.6625E-10
1.89,5.8842E-10
1.88,5.8604E-10
1.87,5.9551E-10
1.86,5.2518E-10
1.85,5.519E-10
1.84,5.3619E-10
1.83,5.8582E-10
1.82,5.5545E-10
1.81,5.4888E-10
1.8,5.9476E-10
1.79,5.9199E-10
1.78,5.8357E-10
1.77,5.8109E-10
1.76,5.5276E-10
1.75,5.0799E-10
1.74,5.8667E-10
1.73,5.5326E-10
1.72,5.3155E-10
1.71,5.2373E-10
1.7,5.2703E-10
1.69,5.1533E-10
1.68,4.7143E-10
1.67,4.648E-10
1.66,4.551E-10
1.65,4.6893E-10
1.64,4.5119E-10
1.63,4.6843E-10
1.62,4.9251E-10
1.61,4.7993E-10
1.6,4.4499E-10
1.59,4.1287E-10
1.58,4.3159E-10
1.57,4.1586E-10
1.56,4.0136E-10
1.55,4.0392E-10
1.54,3.9718E-10
1.53,4.1248E-10
1.52,4.6245E-10
1.51,4.7203E-10
1.5,4.3189E-10
1.49,4.2146E-10
1.48,4.4357E-10
1.47,4.5099E-10
1.46,4.4464E-10
1.45,4.152E-10
1.44,4.1835E-10
1.43,4.0805E-10
1.42,3.8031E-10
1.41,3.722E-10
1.4,3.4649E-10
1.39,3.5698E-10
1.38,3.4052E-10
1.37,3.4151E-10
1.36,3.5294E-10
1.35,3.4463E-10
1.34,3.4791E-10
1.33,3.3559E-10
1.32,3.8195E-10
1.31,4.0547E-10
1.3,3.945E-10
1.29,3.9213E-10
1.28,3.3323E-10
1.27,3.6181E-10
1.26,3.4289E-10
1.25,3.4627E-10
1.24,3.3238E-10
1.23,3.5047E-10
1.22,3.7313E-10
1.21,3.7053E-10
1.2,3.7006E-10
1.19,3.5591E-10
1.18,3.3871E-10
1.17,3.6053E-10
1.16,3.3179E-10
1.15,3.3607E-10
1.14,3.3864E-10
1.13,3.3756E-10
1.12,3.2576E-10
1.11,3.2288E-10
1.1,2.9757E-10
1.09,2.9881E-10
1.08,3.1506E-10
1.07,3.5337E-10
1.06,3.273E-10
1.05,3.3854E-10
1.04,3.2657E-10
1.03,3.152E-10
1.02,3.179E-10
1.01,2.9302E-10
1,2.6856E-10
0.99,2.9471E-10
0.98,2.7593E-10
0.97,2.8211E-10
0.96,2.5798E-10
0.95,2.5319E-10
0.94,2.6993E-10
0.93,2.6364E-10
0.92,2.8276E-10
0.91,3.084E-10
0.9,3.4302E-10
0.89,3.5913E-10
0.88,3.3015E-10
0.87,3.2623E-10
0.86,3.1594E-10
0.85,3.0698E-10
0.84,2.5437E-10
0.83,2.5565E-10
0.82,2.6114E-10
0.81,2.7406E-10
0.8,2.4188E-10
0.79,2.4753E-10
0.78,2.6903E-10
0.77,2.6324E-10
0.76,2.8667E-10
0.75,2.6867E-10
0.74,3.175E-10
0.73,3.2869E-10
0.72,3.0947E-10
0.71,3.2878E-10
0.7,2.9752E-10
0.69,2.7066E-10
0.68,2.7209E-10
0.67,2.8086E-10
0.66,2.4907E-10
0.65,2.281E-10
0.64,2.3154E-10
0.63,2.3305E-10
0.62,2.397E-10
0.61,2.4096E-10
0.6,2.4852E-10
0.59,2.4652E-10
0.58,2.323E-10
0.57,2.4422E-10
0.56,2.4994E-10
0.55,2.3672E-10
0.54,2.4908E-10
0.53,2.4389E-10
0.52,2.408E-10
0.51,2.3297E-10
0.5,2.6502E-10
0.49,2.4037E-10
0.48,2.563E-10
0.47,2.4663E-10
0.46,2.491E-10
0.45,2.413E-10
0.44,2.3895E-10
0.43,2.5519E-10
0.42,2.4166E-10
0.41,2.3762E-10
0.4,2.1087E-10
0.39,2.1771E-10
0.38,2.4472E-10
0.37,2.6407E-10
0.36,2.6809E-10
0.35,3.0264E-10
0.34,3.1348E-10
0.33,2.675E-10
0.32,2.4113E-10
0.31,2.4783E-10
0.3,2.3716E-10
0.29,2.3417E-10
0.28,2.3314E-10
0.27,2.4072E-10
0.26,2.1544E-10
0.25,2.0216E-10
0.24,1.8369E-10
0.23,1.7574E-10
0.22,1.9318E-10
0.21,1.763E-10
0.2,1.6719E-10
0.19,1.3686E-10
0.18,1.3068E-10
0.17,1.5663E-10
0.16,1.594E-10
0.15,1.5145E-10
0.14,1.4721E-10
0.13,1.2902E-10
0.12,1.1905E-10
0.11,1.4065E-10
0.1,1.1881E-10
0.09,1.1943E-10
0.08,1.1092E-10
0.07,9.884E-11
0.06,1.0985E-10
0.05,8.912E-11
0.04,8.17E-11
0.03,5.993E-11
0.02,3.56E-11
0.01,1.535E-11
0,-2.158E-11
