Setup title,"C-V Sweep_Device3_W1_Light_1k-950k"
-1.57,2.35446E-10
-1.58,2.35402E-10
-1.59,2.35667E-10
-1.6,2.3547E-10
-1.61,2.35808E-10
-1.62,2.35733E-10
-1.63,2.35909E-10
-1.64,2.3577E-10
-1.65,2.35995E-10
-1.66,2.35826E-10
-1.67,2.36022E-10
-1.68,2.35982E-10
-1.69,2.35996E-10
-1.7,2.36083E-10
-1.71,2.36066E-10
-1.72,2.3612E-10
-1.73,2.362E-10
-1.74,2.36254E-10
-1.75,2.36376E-10
-1.76,2.36334E-10
-1.77,2.36363E-10
-1.78,2.36443E-10
-1.79,2.36586E-10
-1.8,2.36587E-10
-1.81,2.36689E-10
-1.82,2.36638E-10
-1.83,2.36658E-10
-1.84,2.36748E-10
-1.85,2.36693E-10
-1.86,2.36741E-10
-1.87,2.36723E-10
-1.88,2.36589E-10
-1.89,2.36877E-10
-1.9,2.36895E-10
-1.91,2.36942E-10
-1.92,2.37057E-10
-1.93,2.37056E-10
-1.94,2.37067E-10
-1.95,2.37074E-10
-1.96,2.37038E-10
-1.97,2.37147E-10
-1.98,2.37223E-10
-1.99,2.37402E-10
-2,2.37284E-10
-2.01,2.37342E-10
-2.02,2.37447E-10
-2.03,2.3736E-10
-2.04,2.37553E-10
-2.05,2.3752E-10
-2.06,2.37533E-10
-2.07,2.37622E-10
-2.08,2.37626E-10
-2.09,2.37608E-10
-2.1,2.37561E-10
-2.11,2.37594E-10
-2.12,2.37867E-10
-2.13,2.37599E-10
-2.14,2.37558E-10
-2.15,2.37658E-10
-2.16,2.3787E-10
-2.17,2.37979E-10
-2.18,2.3776E-10
-2.19,2.38052E-10
-2.2,2.37976E-10
-2.21,2.37887E-10
-2.22,2.38026E-10
-2.23,2.37838E-10
-2.24,2.37932E-10
-2.25,2.38017E-10
-2.26,2.37886E-10
-2.27,2.37958E-10
-2.28,2.37851E-10
-2.29,2.37945E-10
-2.3,2.38314E-10
-2.31,2.38229E-10
-2.32,2.38171E-10
-2.33,2.38144E-10
-2.34,2.38234E-10
-2.35,2.38102E-10
-2.36,2.38121E-10
-2.37,2.38361E-10
-2.38,2.38308E-10
-2.39,2.38311E-10
-2.4,2.38336E-10
-2.41,2.38499E-10
-2.42,2.38319E-10
-2.43,2.38218E-10
-2.44,2.38403E-10
-2.45,2.38647E-10
-2.46,2.38484E-10
-2.47,2.38661E-10
-2.48,2.38483E-10
-2.49,2.38763E-10
-2.5,2.38579E-10
-2.51,2.38478E-10
-2.52,2.38518E-10
-2.53,2.38343E-10
-2.54,2.38741E-10
-2.55,2.38475E-10
-2.56,2.38568E-10
-2.57,2.38508E-10
-2.58,2.38856E-10
-2.59,2.3869E-10
-2.6,2.38796E-10
-2.61,2.38768E-10
-2.62,2.38859E-10
-2.63,2.38756E-10
-2.64,2.3881E-10
-2.65,2.38662E-10
-2.66,2.38716E-10
-2.67,2.38672E-10
-2.68,2.38956E-10
-2.69,2.39078E-10
-2.7,2.3875E-10
-2.71,2.38895E-10
-2.72,2.39053E-10
-2.73,2.3903E-10
-2.74,2.38948E-10
-2.75,2.39203E-10
-2.76,2.38971E-10
-2.77,2.39143E-10
-2.78,2.38871E-10
-2.79,2.39104E-10
-2.8,2.3901E-10
-2.81,2.3926E-10
-2.82,2.39192E-10
-2.83,2.39011E-10
-2.84,2.39027E-10
-2.85,2.39206E-10
-2.86,2.3905E-10
-2.87,2.39347E-10
-2.88,2.39198E-10
-2.89,2.39124E-10
-2.9,2.39309E-10
-2.91,2.39251E-10
-2.92,2.39143E-10
-2.93,2.39234E-10
-2.94,2.39199E-10
-2.95,2.39432E-10
-2.96,2.39196E-10
-2.97,2.39346E-10
-2.98,2.394E-10
-2.99,2.3935E-10
-3,2.39378E-10
-3,2.36738E-10
-2.99,2.36291E-10
-2.98,2.36725E-10
-2.97,2.36114E-10
-2.96,2.36573E-10
-2.95,2.36285E-10
-2.94,2.36327E-10
-2.93,2.36423E-10
-2.92,2.36368E-10
-2.91,2.36441E-10
-2.9,2.36264E-10
-2.89,2.36298E-10
-2.88,2.36446E-10
-2.87,2.36379E-10
-2.86,2.36362E-10
-2.85,2.36368E-10
-2.84,2.3645E-10
-2.83,2.36179E-10
-2.82,2.36353E-10
-2.81,2.36138E-10
-2.8,2.36025E-10
-2.79,2.35759E-10
-2.78,2.36095E-10
-2.77,2.36267E-10
-2.76,2.36124E-10
-2.75,2.36048E-10
-2.74,2.36025E-10
-2.73,2.35708E-10
-2.72,2.3606E-10
-2.71,2.36087E-10
-2.7,2.35988E-10
-2.69,2.36103E-10
-2.68,2.3594E-10
-2.67,2.35941E-10
-2.66,2.36233E-10
-2.65,2.36202E-10
-2.64,2.35864E-10
-2.63,2.35828E-10
-2.62,2.35901E-10
-2.61,2.35836E-10
-2.6,2.35862E-10
-2.59,2.35963E-10
-2.58,2.35832E-10
-2.57,2.35792E-10
-2.56,2.35871E-10
-2.55,2.35726E-10
-2.54,2.35832E-10
-2.53,2.35593E-10
-2.52,2.35415E-10
-2.51,2.35684E-10
-2.5,2.35205E-10
-2.49,2.35725E-10
-2.48,2.35762E-10
-2.47,2.3575E-10
-2.46,2.35632E-10
-2.45,2.35506E-10
-2.44,2.35439E-10
-2.43,2.35612E-10
-2.42,2.3563E-10
-2.41,2.35477E-10
-2.4,2.35554E-10
-2.39,2.3532E-10
-2.38,2.35369E-10
-2.37,2.35286E-10
-2.36,2.35259E-10
-2.35,2.35271E-10
-2.34,2.355E-10
-2.33,2.35208E-10
-2.32,2.35126E-10
-2.31,2.35339E-10
-2.3,2.3526E-10
-2.29,2.35191E-10
-2.28,2.35052E-10
-2.27,2.35201E-10
-2.26,2.3529E-10
-2.25,2.35397E-10
-2.24,2.35117E-10
-2.23,2.35159E-10
-2.22,2.34779E-10
-2.21,2.35154E-10
-2.2,2.34972E-10
-2.19,2.35179E-10
-2.18,2.34949E-10
-2.17,2.34986E-10
-2.16,2.34964E-10
-2.15,2.34619E-10
-2.14,2.34853E-10
-2.13,2.34713E-10
-2.12,2.34728E-10
-2.11,2.34718E-10
-2.1,2.34807E-10
-2.09,2.34832E-10
-2.08,2.34657E-10
-2.07,2.34622E-10
-2.06,2.34624E-10
-2.05,2.34677E-10
-2.04,2.34645E-10
-2.03,2.34643E-10
-2.02,2.34501E-10
-2.01,2.34432E-10
-2,2.343E-10
-1.99,2.34374E-10
-1.98,2.34425E-10
-1.97,2.34335E-10
-1.96,2.34154E-10
-1.95,2.34407E-10
-1.94,2.34145E-10
-1.93,2.33981E-10
-1.92,2.3417E-10
-1.91,2.34057E-10
-1.9,2.34138E-10
-1.89,2.33926E-10
-1.88,2.33911E-10
-1.87,2.3398E-10
-1.86,2.33706E-10
-1.85,2.34001E-10
-1.84,2.33761E-10
-1.83,2.33739E-10
-1.82,2.33822E-10
-1.81,2.33623E-10
-1.8,2.33778E-10
-1.79,2.33373E-10
-1.78,2.33448E-10
-1.77,2.33516E-10
-1.76,2.33554E-10
-1.75,2.33664E-10
-1.74,2.33269E-10
-1.73,2.33422E-10
-1.72,2.33478E-10
-1.71,2.3329E-10
-1.7,2.33006E-10
-1.69,2.33065E-10
-1.68,2.3317E-10
-1.67,2.33168E-10
-1.66,2.33331E-10
-1.65,2.3291E-10
-1.64,2.32768E-10
-1.63,2.32806E-10
-1.62,2.32913E-10
-1.61,2.32712E-10
-1.6,2.32799E-10
-1.59,2.32513E-10
-1.58,2.32632E-10
-1.57,2.32413E-10
-1.56,2.32576E-10
-1.55,2.32365E-10
-1.54,2.32311E-10
-1.53,2.32374E-10
-1.52,2.32281E-10
-1.51,2.32183E-10
-1.5,2.32129E-10
-1.49,2.31986E-10
-1.48,2.32237E-10
-1.47,2.31783E-10
-1.46,2.31767E-10
-1.45,2.31585E-10
-1.44,2.31835E-10
-1.43,2.31605E-10
-1.42,2.31493E-10
-1.41,2.31237E-10
-1.4,2.30763E-10
-1.39,2.31356E-10
-1.38,2.31195E-10
-1.37,2.31143E-10
-1.36,2.3107E-10
-1.35,2.30846E-10
-1.34,2.30768E-10
-1.33,2.30714E-10
-1.32,2.30602E-10
-1.31,2.30681E-10
-1.3,2.30612E-10
-1.29,2.30385E-10
-1.28,2.3057E-10
-1.27,2.30089E-10
-1.26,2.30089E-10
-1.25,2.29953E-10
-1.24,2.29485E-10
-1.23,2.29549E-10
-1.22,2.29535E-10
-1.21,2.29523E-10
-1.2,2.2911E-10
-1.19,2.28927E-10
-1.18,2.28969E-10
-1.17,2.2868E-10
-1.16,2.28824E-10
-1.15,2.28441E-10
-1.14,2.28595E-10
-1.13,2.28258E-10
-1.12,2.28179E-10
-1.11,2.28116E-10
-1.1,2.28011E-10
-1.09,2.27659E-10
-1.08,2.27704E-10
-1.07,2.27565E-10
-1.06,2.27381E-10
-1.05,2.27141E-10
-1.04,2.26902E-10
-1.03,2.26964E-10
-1.02,2.26464E-10
-1.01,2.26507E-10
-1,2.26179E-10
-0.99,2.2561E-10
-0.98,2.25616E-10
-0.97,2.2529E-10
-0.96,2.25178E-10
-0.95,2.24947E-10
-0.94,2.24646E-10
-0.93,2.24482E-10
-0.92,2.23999E-10
-0.91,2.24053E-10
-0.9,2.23485E-10
-0.89,2.23458E-10
-0.88,2.2288E-10
-0.87,2.22519E-10
-0.86,2.22243E-10
-0.85,2.21833E-10
-0.84,2.21352E-10
-0.83,2.20821E-10
-0.82,2.20467E-10
-0.81,2.2002E-10
-0.8,2.19441E-10
-0.79,2.18916E-10
-0.78,2.18739E-10
-0.77,2.17746E-10
-0.76,2.17845E-10
-0.75,2.169E-10
-0.74,2.16457E-10
-0.73,2.15479E-10
-0.72,2.14784E-10
-0.71,2.13948E-10
-0.7,2.13393E-10
-0.69,2.12648E-10
-0.68,2.11661E-10
-0.67,2.1074E-10
-0.66,2.09999E-10
-0.65,2.08737E-10
-0.64,2.07416E-10
-0.63,2.05959E-10
-0.62,2.04868E-10
-0.61,2.03334E-10
-0.6,2.01694E-10
-0.59,2.00436E-10
-0.58,1.98145E-10
-0.57,1.96543E-10
-0.56,1.94091E-10
-0.55,1.92145E-10
-0.54,1.89562E-10
-0.53,1.87244E-10
-0.52,1.84658E-10
-0.51,1.82076E-10
-0.5,1.78867E-10
-0.49,1.76291E-10
-0.48,1.73417E-10
-0.47,1.70803E-10
-0.46,1.67886E-10
-0.45,1.65322E-10
-0.44,1.63331E-10
-0.43,1.61062E-10
-0.42,1.59195E-10
-0.41,1.5775E-10
-0.4,1.56499E-10
-0.39,1.55844E-10
-0.38,1.55357E-10
-0.37,1.55589E-10
-0.36,1.56288E-10
-0.35,1.56886E-10
-0.34,1.57985E-10
-0.33,1.59234E-10
-0.32,1.61254E-10
-0.31,1.62985E-10
-0.3,1.65103E-10
-0.29,1.67192E-10
-0.28,1.69776E-10
-0.27,1.71918E-10
-0.26,1.74363E-10
-0.25,1.76779E-10
-0.24,1.79507E-10
-0.23,1.81651E-10
-0.22,1.83938E-10
-0.21,1.86666E-10
-0.2,1.8891E-10
-0.19,1.91299E-10
-0.18,1.93433E-10
-0.17,1.95408E-10
-0.16,1.97811E-10
-0.15,1.99604E-10
-0.14,2.01682E-10
-0.13,2.0327E-10
-0.12,2.05116E-10
-0.11,2.07141E-10
-0.1,2.0869E-10
-0.09,2.10547E-10
-0.08,2.11457E-10
-0.07,2.12999E-10
-0.06,2.14493E-10
-0.05,2.15823E-10
-0.04,2.16769E-10
-0.03,2.17956E-10
-0.02,2.19138E-10
-0.01,2.19992E-10
0,2.21351E-10
0.01,2.22039E-10
0.02,2.23397E-10
0.03,2.24119E-10
0.04,2.25068E-10
0.05,2.25626E-10
0.06,2.2659E-10
0.07,2.27152E-10
0.08,2.27424E-10
0.09,2.28309E-10
0.1,2.28893E-10
0.11,2.29843E-10
0.12,2.3033E-10
0.13,2.30927E-10
0.14,2.31395E-10
0.15,2.31815E-10
0.16,2.3234E-10
0.17,2.32832E-10
0.18,2.33336E-10
0.19,2.33837E-10
0.2,2.34107E-10
0.21,2.34933E-10
0.22,2.34917E-10
0.23,2.35599E-10
0.24,2.35706E-10
0.25,2.36013E-10
0.26,2.3643E-10
0.27,2.36852E-10
0.28,2.37219E-10
0.29,2.37242E-10
0.3,2.37561E-10
0.31,2.3779E-10
0.32,2.37974E-10
0.33,2.38443E-10
0.34,2.38698E-10
0.35,2.38245E-10
0.36,2.39356E-10
0.37,2.39068E-10
0.38,2.39554E-10
0.39,2.40038E-10
0.4,2.40122E-10
0.41,2.40332E-10
0.42,2.40843E-10
0.43,2.40324E-10
0.44,2.40816E-10
0.45,2.40916E-10
0.46,2.41046E-10
0.47,2.41505E-10
0.48,2.41747E-10
0.49,2.41714E-10
0.5,2.41725E-10
0.51,2.4214E-10
0.52,2.42071E-10
0.53,2.42459E-10
0.54,2.42475E-10
0.55,2.4237E-10
0.56,2.42366E-10
0.57,2.42806E-10
0.58,2.4293E-10
0.59,2.43017E-10
0.6,2.42986E-10
0.61,2.43628E-10
0.62,2.4363E-10
0.63,2.43399E-10
0.64,2.43522E-10
0.65,2.44083E-10
0.66,2.44037E-10
0.67,2.43891E-10
0.68,2.43962E-10
0.69,2.44363E-10
0.7,2.44288E-10
0.71,2.4427E-10
0.72,2.44074E-10
0.73,2.44698E-10
0.74,2.4477E-10
0.75,2.4474E-10
0.76,2.44724E-10
0.77,2.45141E-10
0.78,2.45054E-10
0.79,2.4515E-10
0.8,2.44961E-10
0.81,2.45204E-10
0.82,2.44979E-10
0.83,2.45421E-10
0.84,2.45487E-10
0.85,2.45492E-10
0.86,2.4546E-10
0.87,2.45469E-10
0.88,2.45609E-10
0.89,2.45654E-10
0.9,2.45806E-10
0.91,2.45706E-10
0.92,2.45977E-10
0.93,2.46014E-10
0.94,2.46042E-10
0.95,2.46014E-10
0.96,2.46101E-10
0.97,2.46298E-10
0.98,2.46543E-10
0.99,2.4644E-10
1,2.46534E-10
1.01,2.46417E-10
1.02,2.46461E-10
1.03,2.46681E-10
1.04,2.46191E-10
1.05,2.46958E-10
1.06,2.46898E-10
1.07,2.4673E-10
1.08,2.4659E-10
1.09,2.46988E-10
1.1,2.47169E-10
1.11,2.47009E-10
1.12,2.47085E-10
1.13,2.47081E-10
1.14,2.4716E-10
1.15,2.47124E-10
1.16,2.47246E-10
1.17,2.47345E-10
1.18,2.46851E-10
1.19,2.47657E-10
1.2,2.47464E-10
1.21,2.47388E-10
1.22,2.47928E-10
1.23,2.47645E-10
1.24,2.4785E-10
1.25,2.476E-10
1.26,2.47697E-10
1.27,2.4771E-10
1.28,2.47788E-10
1.29,2.47822E-10
1.3,2.47619E-10
1.31,2.47646E-10
1.32,2.47534E-10
1.33,2.47804E-10
1.34,2.48025E-10
1.35,2.47907E-10
1.36,2.48323E-10
1.37,2.48586E-10
1.38,2.479E-10
1.39,2.48106E-10
1.4,2.48171E-10
1.41,2.48218E-10
1.42,2.48324E-10
1.43,2.4832E-10
1.44,2.4803E-10
1.45,2.48007E-10
1.46,2.48158E-10
1.47,2.48343E-10
1.48,2.48187E-10
1.49,2.48339E-10
1.5,2.48388E-10
1.51,2.48262E-10
1.52,2.484E-10
1.53,2.4842E-10
1.54,2.48481E-10
1.55,2.48293E-10
1.56,2.48353E-10
1.57,2.48508E-10
1.58,2.48788E-10
1.59,2.49063E-10
1.6,2.48599E-10
1.61,2.48781E-10
1.62,2.48839E-10
1.63,2.48556E-10
1.64,2.48649E-10
1.65,2.48997E-10
1.66,2.48886E-10
1.67,2.49092E-10
1.68,2.48721E-10
1.69,2.48937E-10
1.7,2.48984E-10
1.71,2.48717E-10
1.72,2.48979E-10
1.73,2.48927E-10
1.74,2.48854E-10
1.75,2.48929E-10
1.76,2.49287E-10
1.77,2.48979E-10
1.78,2.49099E-10
1.79,2.48989E-10
1.8,2.49119E-10
1.81,2.49089E-10
1.82,2.49186E-10
1.83,2.49115E-10
1.84,2.49019E-10
1.85,2.4934E-10
1.86,2.48975E-10
1.87,2.49005E-10
1.88,2.49109E-10
1.89,2.49155E-10
1.9,2.49265E-10
1.91,2.4934E-10
1.92,2.49305E-10
1.93,2.49165E-10
1.94,2.49378E-10
1.95,2.49184E-10
1.96,2.4914E-10
1.97,2.49583E-10
1.98,2.49412E-10
1.99,2.49364E-10
2,2.49422E-10
2.01,2.49469E-10
2.02,2.49367E-10
2.03,2.495E-10
2.04,2.49409E-10
2.05,2.49607E-10
2.06,2.49618E-10
2.07,2.49621E-10
2.08,2.4937E-10
2.09,2.49247E-10
2.1,2.49479E-10
2.11,2.49704E-10
2.12,2.49713E-10
2.13,2.49538E-10
2.14,2.49789E-10
2.15,2.4973E-10
2.16,2.49761E-10
2.17,2.49701E-10
2.18,2.49734E-10
2.19,2.49686E-10
2.2,2.49793E-10
2.21,2.49885E-10
2.22,2.49896E-10
2.23,2.49896E-10
2.24,2.49756E-10
2.25,2.50058E-10
2.26,2.49742E-10
2.27,2.49894E-10
2.28,2.495E-10
2.29,2.49721E-10
2.3,2.49744E-10
2.31,2.49754E-10
2.32,2.49777E-10
2.33,2.49795E-10
2.34,2.49797E-10
2.35,2.49912E-10
2.36,2.50005E-10
2.37,2.50036E-10
2.38,2.50007E-10
2.39,2.49915E-10
2.4,2.50066E-10
2.41,2.49905E-10
2.42,2.50314E-10
2.43,2.50294E-10
2.44,2.49882E-10
2.45,2.50037E-10
2.46,2.49825E-10
2.47,2.49836E-10
2.48,2.50176E-10
2.49,2.5021E-10
2.5,2.49767E-10
2.51,2.50092E-10
2.52,2.50157E-10
2.53,2.50101E-10
2.54,2.50263E-10
2.55,2.50441E-10
2.56,2.50515E-10
2.57,2.50179E-10
2.58,2.50185E-10
2.59,2.50329E-10
2.6,2.50228E-10
2.61,2.50035E-10
2.62,2.50301E-10
2.63,2.50258E-10
2.64,2.50273E-10
2.65,2.50401E-10
2.66,2.5039E-10
2.67,2.50327E-10
2.68,2.50412E-10
2.69,2.503E-10
2.7,2.50177E-10
2.71,2.50143E-10
2.72,2.5039E-10
2.73,2.50632E-10
2.74,2.50508E-10
2.75,2.50111E-10
2.76,2.50541E-10
2.77,2.50349E-10
2.78,2.50366E-10
2.79,2.50341E-10
2.8,2.50242E-10
2.81,2.50501E-10
2.82,2.50512E-10
2.83,2.50286E-10
2.84,2.50511E-10
2.85,2.5057E-10
2.86,2.50414E-10
2.87,2.50561E-10
2.88,2.50327E-10
2.89,2.50811E-10
2.9,2.5066E-10
2.91,2.50729E-10
2.92,2.50408E-10
2.93,2.50881E-10
2.94,2.50592E-10
2.95,2.50918E-10
2.96,2.50834E-10
2.97,2.50664E-10
2.98,2.50696E-10
2.99,2.50799E-10
3,2.50586E-10
3,2.50607E-10
2.99,2.50579E-10
2.98,2.50451E-10
2.97,2.50398E-10
2.96,2.5051E-10
2.95,2.50283E-10
2.94,2.50782E-10
2.93,2.50891E-10
2.92,2.50593E-10
2.91,2.50503E-10
2.9,2.50464E-10
2.89,2.50668E-10
2.88,2.50374E-10
2.87,2.50428E-10
2.86,2.50476E-10
2.85,2.5038E-10
2.84,2.50434E-10
2.83,2.50377E-10
2.82,2.50317E-10
2.81,2.50328E-10
2.8,2.50626E-10
2.79,2.50413E-10
2.78,2.50372E-10
2.77,2.50443E-10
2.76,2.50368E-10
2.75,2.50547E-10
2.74,2.50351E-10
2.73,2.50583E-10
2.72,2.50367E-10
2.71,2.50321E-10
2.7,2.50103E-10
2.69,2.5044E-10
2.68,2.50169E-10
2.67,2.50022E-10
2.66,2.50266E-10
2.65,2.49897E-10
2.64,2.50421E-10
2.63,2.49998E-10
2.62,2.50317E-10
2.61,2.50185E-10
2.6,2.50438E-10
2.59,2.50112E-10
2.58,2.49919E-10
2.57,2.50868E-10
2.56,2.50075E-10
2.55,2.50054E-10
2.54,2.5054E-10
2.53,2.50166E-10
2.52,2.5002E-10
2.51,2.50004E-10
2.5,2.50219E-10
2.49,2.50135E-10
2.48,2.50258E-10
2.47,2.49769E-10
2.46,2.50214E-10
2.45,2.50097E-10
2.44,2.49971E-10
2.43,2.50274E-10
2.42,2.49543E-10
2.41,2.4997E-10
2.4,2.49913E-10
2.39,2.49805E-10
2.38,2.49983E-10
2.37,2.50011E-10
2.36,2.50429E-10
2.35,2.49951E-10
2.34,2.5E-10
2.33,2.49733E-10
2.32,2.49972E-10
2.31,2.49826E-10
2.3,2.49998E-10
2.29,2.49951E-10
2.28,2.49901E-10
2.27,2.49939E-10
2.26,2.49575E-10
2.25,2.4983E-10
2.24,2.49794E-10
2.23,2.49702E-10
2.22,2.49954E-10
2.21,2.49827E-10
2.2,2.49776E-10
2.19,2.49678E-10
2.18,2.49735E-10
2.17,2.49512E-10
2.16,2.4953E-10
2.15,2.49437E-10
2.14,2.49585E-10
2.13,2.49684E-10
2.12,2.49489E-10
2.11,2.49281E-10
2.1,2.49586E-10
2.09,2.49614E-10
2.08,2.49511E-10
2.07,2.49798E-10
2.06,2.49338E-10
2.05,2.49584E-10
2.04,2.49509E-10
2.03,2.49489E-10
2.02,2.49236E-10
2.01,2.49453E-10
2,2.49493E-10
1.99,2.4933E-10
1.98,2.49665E-10
1.97,2.49252E-10
1.96,2.49576E-10
1.95,2.49518E-10
1.94,2.49284E-10
1.93,2.49221E-10
1.92,2.49487E-10
1.91,2.49189E-10
1.9,2.49202E-10
1.89,2.49044E-10
1.88,2.49806E-10
1.87,2.49192E-10
1.86,2.49023E-10
1.85,2.49341E-10
1.84,2.4921E-10
1.83,2.49057E-10
1.82,2.4932E-10
1.81,2.49135E-10
1.8,2.49226E-10
1.79,2.49033E-10
1.78,2.49098E-10
1.77,2.49212E-10
1.76,2.48967E-10
1.75,2.49102E-10
1.74,2.4887E-10
1.73,2.48927E-10
1.72,2.4885E-10
1.71,2.4872E-10
1.7,2.48795E-10
1.69,2.48576E-10
1.68,2.48819E-10
1.67,2.49044E-10
1.66,2.48985E-10
1.65,2.4873E-10
1.64,2.48876E-10
1.63,2.48818E-10
1.62,2.48753E-10
1.61,2.48611E-10
1.6,2.48558E-10
1.59,2.48852E-10
1.58,2.48636E-10
1.57,2.48445E-10
1.56,2.48504E-10
1.55,2.48308E-10
1.54,2.48316E-10
1.53,2.48499E-10
1.52,2.48153E-10
1.51,2.48404E-10
1.5,2.4841E-10
1.49,2.48282E-10
1.48,2.48399E-10
1.47,2.48363E-10
1.46,2.48196E-10
1.45,2.48345E-10
1.44,2.48663E-10
1.43,2.48097E-10
1.42,2.4809E-10
1.41,2.48129E-10
1.4,2.48368E-10
1.39,2.47883E-10
1.38,2.4819E-10
1.37,2.48016E-10
1.36,2.48126E-10
1.35,2.47799E-10
1.34,2.4796E-10
1.33,2.48009E-10
1.32,2.47789E-10
1.31,2.47786E-10
1.3,2.47855E-10
1.29,2.47755E-10
1.28,2.48096E-10
1.27,2.47611E-10
1.26,2.47835E-10
1.25,2.47579E-10
1.24,2.47364E-10
1.23,2.4756E-10
1.22,2.47468E-10
1.21,2.4739E-10
1.2,2.47662E-10
1.19,2.47339E-10
1.18,2.47315E-10
1.17,2.47305E-10
1.16,2.47119E-10
1.15,2.47239E-10
1.14,2.4718E-10
1.13,2.47036E-10
1.12,2.47137E-10
1.11,2.47092E-10
1.1,2.46982E-10
1.09,2.47055E-10
1.08,2.46711E-10
1.07,2.46975E-10
1.06,2.46562E-10
1.05,2.46904E-10
1.04,2.4674E-10
1.03,2.46399E-10
1.02,2.46507E-10
1.01,2.46505E-10
1,2.46334E-10
0.99,2.46538E-10
0.98,2.4622E-10
0.97,2.46092E-10
0.96,2.46155E-10
0.95,2.46297E-10
0.94,2.46681E-10
0.93,2.4621E-10
0.92,2.46041E-10
0.91,2.45972E-10
0.9,2.45718E-10
0.89,2.45893E-10
0.88,2.45702E-10
0.87,2.45839E-10
0.86,2.45727E-10
0.85,2.45506E-10
0.84,2.45553E-10
0.83,2.45374E-10
0.82,2.45417E-10
0.81,2.45226E-10
0.8,2.44826E-10
0.79,2.45027E-10
0.78,2.45051E-10
0.77,2.45048E-10
0.76,2.44676E-10
0.75,2.44745E-10
0.74,2.44709E-10
0.73,2.44691E-10
0.72,2.44466E-10
0.71,2.44546E-10
0.7,2.44334E-10
0.69,2.44192E-10
0.68,2.44195E-10
0.67,2.44391E-10
0.66,2.43929E-10
0.65,2.44214E-10
0.64,2.438E-10
0.63,2.43762E-10
0.62,2.43609E-10
0.61,2.43424E-10
0.6,2.43434E-10
0.59,2.42998E-10
0.58,2.42783E-10
0.57,2.43177E-10
0.56,2.4271E-10
0.55,2.42841E-10
0.54,2.42739E-10
0.53,2.42176E-10
0.52,2.42353E-10
0.51,2.42244E-10
0.5,2.4183E-10
0.49,2.416E-10
0.48,2.41425E-10
0.47,2.41272E-10
0.46,2.41119E-10
0.45,2.41485E-10
0.44,2.40875E-10
0.43,2.40792E-10
0.42,2.40347E-10
0.41,2.40275E-10
0.4,2.39926E-10
0.39,2.40072E-10
0.38,2.39478E-10
0.37,2.3954E-10
0.36,2.39268E-10
0.35,2.38878E-10
0.34,2.38832E-10
0.33,2.38534E-10
0.32,2.38272E-10
0.31,2.37879E-10
0.3,2.37788E-10
0.29,2.37128E-10
0.28,2.37099E-10
0.27,2.37048E-10
0.26,2.36351E-10
0.25,2.36148E-10
0.24,2.35802E-10
0.23,2.35369E-10
0.22,2.35286E-10
0.21,2.34368E-10
0.2,2.33953E-10
0.19,2.33633E-10
0.18,2.33177E-10
0.17,2.33021E-10
0.16,2.32507E-10
0.15,2.31747E-10
0.14,2.31207E-10
0.13,2.30878E-10
0.12,2.30462E-10
0.11,2.29723E-10
0.1,2.29158E-10
0.09,2.2854E-10
0.08,2.27875E-10
0.07,2.26841E-10
0.06,2.26273E-10
0.05,2.25481E-10
0.04,2.24786E-10
0.03,2.24339E-10
0.02,2.22952E-10
0.01,2.2219E-10
0,2.21208E-10
-0.01,2.20375E-10
-0.02,2.18991E-10
-0.03,2.17891E-10
-0.04,2.16662E-10
-0.05,2.15321E-10
-0.06,2.14174E-10
-0.07,2.12856E-10
-0.08,2.11221E-10
-0.09,2.10001E-10
-0.1,2.08054E-10
-0.11,2.06737E-10
-0.12,2.05147E-10
-0.13,2.03525E-10
-0.14,2.01187E-10
-0.15,1.9952E-10
-0.16,1.97526E-10
-0.17,1.95886E-10
-0.18,1.93577E-10
-0.19,1.91079E-10
-0.2,1.89033E-10
-0.21,1.86531E-10
-0.22,1.83919E-10
-0.23,1.81619E-10
-0.24,1.79139E-10
-0.25,1.77E-10
-0.26,1.74331E-10
-0.27,1.72205E-10
-0.28,1.69636E-10
-0.29,1.67281E-10
-0.3,1.6508E-10
-0.31,1.6259E-10
-0.32,1.61057E-10
-0.33,1.59236E-10
-0.34,1.57992E-10
-0.35,1.56964E-10
-0.36,1.56272E-10
-0.37,1.55403E-10
-0.38,1.55473E-10
-0.39,1.55838E-10
-0.4,1.56543E-10
-0.41,1.57747E-10
-0.42,1.58994E-10
-0.43,1.60948E-10
-0.44,1.63089E-10
-0.45,1.65081E-10
-0.46,1.67975E-10
-0.47,1.7052E-10
-0.48,1.73486E-10
-0.49,1.76192E-10
-0.5,1.79133E-10
-0.51,1.82204E-10
-0.52,1.84591E-10
-0.53,1.87527E-10
-0.54,1.89935E-10
-0.55,1.92205E-10
-0.56,1.94434E-10
-0.57,1.96432E-10
-0.58,1.98204E-10
-0.59,2.00198E-10
-0.6,2.01874E-10
-0.61,2.0336E-10
-0.62,2.04569E-10
-0.63,2.06118E-10
-0.64,2.07358E-10
-0.65,2.08728E-10
-0.66,2.09738E-10
-0.67,2.10802E-10
-0.68,2.11725E-10
-0.69,2.1265E-10
-0.7,2.13348E-10
-0.71,2.14104E-10
-0.72,2.14669E-10
-0.73,2.15645E-10
-0.74,2.16193E-10
-0.75,2.17248E-10
-0.76,2.17566E-10
-0.77,2.18036E-10
-0.78,2.18589E-10
