Setup title,I_V_Dark_0-4
5.076,-3.2E-12
5.06,-3.6E-12
5.044,-6.3E-12
5.029,-1.9E-12
5.013,-2.7E-12
4.997,-3.9E-12
4.981,-2.8E-12
4.966,-6.9E-12
4.95,-2.4E-12
4.934,-3E-13
4.919,-8.6E-12
4.903,-1E-12
4.887,-6.3E-12
4.871,-3E-13
4.856,-6.6E-12
4.84,-3.4E-12
4.824,-5.8E-12
4.809,-1.1E-12
4.793,-5E-13
4.777,-7E-12
4.761,-3.8E-12
4.746,-6.6E-12
4.73,-2.3E-12
4.714,-6.8E-12
4.699,-5.1E-12
4.683,-3.5E-12
4.667,-3.7E-12
4.651,-5.1E-12
4.636,-4E-12
4.62,-5.5E-12
4.604,-1.3E-12
4.589,-2E-12
4.573,-5.6E-12
4.557,-3.2E-12
4.541,-4.1E-12
4.526,-3.2E-12
4.51,-5.4E-12
4.494,-1.2E-12
4.479,-3.8E-12
4.463,2E-13
4.447,-6.8E-12
4.431,-1.3E-12
4.416,-7E-12
4.4,-5E-13
4.384,-4.7E-12
4.369,-2.3E-12
4.353,-3.4E-12
4.337,-2.3E-12
4.321,-9E-13
4.306,-7.9E-12
4.29,-5E-12
4.274,-5.6E-12
4.259,-2.5E-12
4.243,-2.5E-12
4.227,-6.3E-12
4.211,-1.9E-12
4.196,-5.7E-12
4.18,-1E-13
4.164,-6.4E-12
4.149,-7E-13
4.133,-4.5E-12
4.117,-6.6E-12
4.101,-2.2E-12
4.086,-3.7E-12
4.07,-3.4E-12
4.054,-7.6E-12
4.039,-2.5E-12
4.023,-6.5E-12
4.007,-4.6E-12
3.991,-4.1E-12
3.976,-4.5E-12
3.96,-1E-13
3.944,-1.02E-11
3.929,1.2E-12
3.913,-9.9E-12
3.897,-6E-13
3.881,-4.3E-12
3.866,-2.8E-12
3.85,-5.9E-12
3.834,-3.7E-12
3.819,-1.3E-12
3.803,-5.7E-12
3.787,-1.6E-12
3.771,-6.8E-12
3.756,-7E-13
3.74,-6.1E-12
3.724,-1.3E-12
3.709,-5.3E-12
3.693,-3.3E-12
3.677,-4.3E-12
3.661,-4.9E-12
3.646,-3.6E-12
3.63,-2.9E-12
3.614,-2.9E-12
3.599,-4.3E-12
3.583,-4.1E-12
3.567,-1.5E-12
3.551,-3.6E-12
3.536,-3.6E-12
3.52,-5.1E-12
3.504,-3.7E-12
3.489,-2.3E-12
3.473,-3.1E-12
3.457,-2.6E-12
3.441,-4.3E-12
3.426,-3.6E-12
3.41,-2.6E-12
3.394,-4.7E-12
3.379,-5.2E-12
3.363,-2.4E-12
3.347,-2.9E-12
3.331,-1.4E-12
3.316,-6.1E-12
3.3,-6.5E-12
3.284,-5.2E-12
3.269,-4.1E-12
3.253,-2.2E-12
3.237,-6.4E-12
3.221,-3.7E-12
3.206,-2.3E-12
3.19,-6E-12
3.174,-5.6E-12
3.159,-5.4E-12
3.143,-1.7E-12
3.127,-2.8E-12
3.111,-6.8E-12
3.096,-3.5E-12
3.08,-3.5E-12
3.064,-4E-12
3.049,-2.3E-12
3.033,-5.4E-12
3.017,-4.1E-12
3.001,-4.8E-12
2.986,-3.9E-12
2.97,-3.3E-12
2.954,-4.4E-12
2.939,-6.8E-12
2.923,-5.7E-12
2.907,-6.7E-12
2.891,5E-13
2.876,-5.6E-12
2.86,-4.8E-12
2.844,-5.8E-12
2.829,-2.6E-12
2.813,-4.6E-12
2.797,-5.8E-12
2.781,-4.7E-12
2.766,-5.3E-12
2.75,-3.7E-12
2.734,-6.4E-12
2.719,-2E-12
2.703,-7.9E-12
2.687,-2.8E-12
2.671,-5E-12
2.656,-3.8E-12
2.64,-5.9E-12
2.624,-4.7E-12
2.609,-3.2E-12
2.593,-2.9E-12
2.577,-6.8E-12
2.561,-4.8E-12
2.546,-3.4E-12
2.53,-5.6E-12
2.514,-6.3E-12
2.499,-6.7E-12
2.483,-7.5E-12
2.467,-5.3E-12
2.451,3E-13
2.436,-6.6E-12
2.42,-5.3E-12
2.404,-5.6E-12
2.389,-2.5E-12
2.373,-5.5E-12
2.357,-5.7E-12
2.341,-4.3E-12
2.326,-4.8E-12
2.31,-6.7E-12
2.294,-1.8E-12
2.279,-2.5E-12
2.263,-7.9E-12
2.247,-3.1E-12
2.231,-6.4E-12
2.216,-2.3E-12
2.2,-4.1E-12
2.184,-5E-12
2.169,-6.4E-12
2.153,-7E-13
2.137,-5.7E-12
2.121,-5.6E-12
2.106,-6.7E-12
2.09,-4.9E-12
2.074,-4.9E-12
2.059,-1E-12
2.043,-6.7E-12
2.027,-6.7E-12
2.011,-5.7E-12
1.996,-5.9E-12
1.98,-5E-13
1.964,-1.04E-11
1.949,-2.6E-12
1.933,-8.2E-12
1.917,-3.2E-12
1.901,-3.7E-12
1.886,-7.1E-12
1.87,-4.7E-12
1.854,-4.6E-12
1.839,-4E-13
1.823,-6.7E-12
1.807,-4.3E-12
1.791,-4.8E-12
1.776,-4E-13
1.76,-6E-12
1.744,-4.8E-12
1.729,-5.5E-12
1.713,-7.3E-12
1.697,-1.7E-12
1.681,-3.3E-12
1.666,-7.4E-12
1.65,-4E-12
1.634,-3.5E-12
1.619,-6.4E-12
1.603,-1.6E-12
1.587,-5.6E-12
1.571,-5.6E-12
1.556,-5.5E-12
1.54,-1.3E-12
1.524,-4.8E-12
1.509,-5.2E-12
1.493,-4.8E-12
1.477,-2.8E-12
1.461,-6.4E-12
1.446,-1.7E-12
1.43,-2.2E-12
1.414,-7E-12
1.399,-2.5E-12
1.383,-5.2E-12
1.367,-2.9E-12
1.351,-1.2E-12
1.336,-7.5E-12
1.32,-5.1E-12
1.304,-5.5E-12
1.289,-3.3E-12
1.273,-6.3E-12
1.257,-7.1E-12
1.241,-3E-12
1.226,-7.8E-12
1.21,-7.2E-12
1.194,-3.5E-12
1.179,-3.8E-12
1.163,-3.7E-12
1.147,-5.7E-12
1.131,-4.4E-12
1.116,-1.03E-11
1.1,4E-13
1.084,-4.3E-12
1.069,-6.3E-12
1.053,-5.5E-12
1.037,-6.9E-12
1.021,-6.1E-12
1.006,-2.7E-12
0.99,-6.2E-12
0.974,-6.7E-12
0.959,-4.5E-12
0.943,-4.5E-12
0.927,-2.5E-12
0.911,-3.9E-12
0.896,-6.8E-12
0.88,-5E-12
0.864,-5.8E-12
0.849,-2.8E-12
0.833,-9.6E-12
0.817,-6.7E-12
0.801,-4.5E-12
0.786,-4.6E-12
0.77,-5.6E-12
0.754,-5.7E-12
0.739,-1.9E-12
0.723,-2.4E-12
0.707,-3.1E-12
0.691,-4.9E-12
0.676,-9.5E-12
0.66,-5E-13
0.644,-4.4E-12
0.629,-7.7E-12
0.613,-2.4E-12
0.597,-2.6E-12
0.581,-5.1E-12
0.566,-5.9E-12
0.55,-4.1E-12
0.534,-4.4E-12
0.519,-6.3E-12
0.503,-5.5E-12
0.487,-6.5E-12
0.471,-4.4E-12
0.456,-1.2E-12
0.44,-7.7E-12
0.424,-4.3E-12
0.409,-1E-12
0.393,-7.6E-12
0.377,-3.3E-12
0.361,-4.8E-12
0.346,-6.1E-12
0.33,-4.3E-12
0.314,-4.6E-12
0.299,-7.7E-12
0.283,-3.2E-12
0.267,-2.6E-12
0.251,-7.3E-12
0.236,-5.8E-12
0.22,-4.4E-12
0.204,-4.3E-12
0.189,-7.5E-12
0.173,-3.2E-12
0.157,-8.3E-12
0.141,-4.4E-12
0.126,6E-13
0.11,-6.4E-12
0.094,-7.2E-12
0.079,-2E-12
0.063,-3.3E-12
0.047,-6.3E-12
0.031,-4E-12
0.016,-4.9E-12
0,-5E-12
