Setup title,I_V_Dark_0-4
3.14,-1.1E-12
3.13,-5.3E-12
3.12,9E-13
3.11,5.5E-12
3.1,5E-13
3.09,-4.2E-12
3.08,-7.2E-12
3.07,-3.6E-12
3.06,1.4E-12
3.05,-3.4E-12
3.04,-7.7E-12
3.03,-6.3E-12
3.02,1.1E-12
3.01,2.3E-12
3,-7.2E-12
2.99,-4.6E-12
2.98,6.1E-12
2.97,1.2E-12
2.96,8.8E-12
2.95,-6.7E-12
2.94,-1.28E-11
2.93,-3.7E-12
2.92,-1.2E-12
2.91,-1.2E-12
2.9,-1.1E-12
2.89,2.2E-12
2.88,1E-13
2.87,-5.9E-12
2.86,-3.9E-12
2.85,-2.5E-12
2.84,4E-12
2.83,3E-13
2.82,1.7E-12
2.81,-5E-12
2.8,-2.2E-12
2.79,-4.1E-12
2.78,-1.04E-11
2.77,-2.1E-12
2.76,6.7E-12
2.75,2.7E-12
2.74,-2.1E-12
2.73,-8.2E-12
2.72,4E-13
2.71,1.3E-12
2.7,2.2E-12
2.69,-5.2E-12
2.68,-4.6E-12
2.67,2E-12
2.66,3.5E-12
2.65,-2.9E-12
2.64,-2.7E-12
2.63,1.3E-12
2.62,3.4E-12
2.61,-8E-12
2.6,-3.8E-12
2.59,6.4E-12
2.58,8.8E-12
2.57,2.2E-12
2.56,5.5E-12
2.55,-4E-12
2.54,-2.2E-12
2.53,-3.5E-12
2.52,-2.5E-12
2.51,-2.9E-12
2.5,-3.2E-12
2.49,5.3E-12
2.48,4.5E-12
2.47,2.4E-12
2.46,-2E-13
2.45,-2.9E-12
2.44,7.3E-12
2.43,1.9E-12
2.42,4.3E-12
2.41,-9.7E-12
2.4,1.6E-12
2.39,1.1E-11
2.38,1.05E-11
2.37,2.6E-12
2.36,-6.6E-12
2.35,-3E-12
2.34,7.3E-12
2.33,6.7E-12
2.32,-3.1E-12
2.31,-1.06E-11
2.3,-1.9E-11
2.29,-1.14E-11
2.28,-1.34E-11
2.27,-2.23E-11
2.26,-2.02E-11
2.25,-1.87E-11
2.24,-8.7E-12
2.23,-4.8E-12
2.22,9.6E-12
2.21,2E-12
2.2,-3.6E-12
2.19,-4.2E-12
2.18,-6.7E-12
2.17,-9.1E-12
2.16,-1E-11
2.15,-1.35E-11
2.14,-9.2E-12
2.13,-8.6E-12
2.12,-1.39E-11
2.11,-6.6E-12
2.1,-8.8E-12
2.09,-6.6E-12
2.08,-1E-13
2.07,1.1E-12
2.06,-4.3E-12
2.05,-3E-13
2.04,5.5E-12
2.03,3E-12
2.02,1E-13
2.01,-4.3E-12
2,-5.8E-12
1.99,-1.05E-11
1.98,2.3E-12
1.97,-5.7E-12
1.96,7E-13
1.95,-1.32E-11
1.94,1.4E-12
1.93,-2.9E-12
1.92,-1.17E-11
1.91,-5.3E-12
1.9,-2.1E-12
1.89,3.3E-12
1.88,-7.4E-12
1.87,-1.3E-12
1.86,2.5E-12
1.85,-4.6E-12
1.84,-6.8E-12
1.83,-5.7E-12
1.82,-7.8E-12
1.81,1E-13
1.8,-6.3E-12
1.79,-9.9E-12
1.78,-4.1E-12
1.77,7E-13
1.76,-4.7E-12
1.75,-1.7E-12
1.74,-3.8E-12
1.73,-1.4E-12
1.72,-6E-13
1.71,-2E-12
1.7,-3.764E-10
1.69,1.5E-13
1.68,-3.5E-13
1.67,0
1.66,-3E-14
1.65,1.14E-12
1.64,-9.6E-13
1.63,1E-14
1.62,7E-14
1.61,2.6E-13
1.6,-9E-14
1.59,-1.44E-12
1.58,6.4E-13
1.57,-3E-13
1.56,1.5E-13
1.55,-8E-14
1.54,-5E-14
1.53,8.6E-13
1.52,7E-14
1.51,-9E-14
1.5,-2.8E-13
1.49,-1.7E-13
1.48,2.2E-13
1.47,-2.4E-13
1.46,-1.7E-13
1.45,-8E-14
1.44,-1.2E-13
1.43,-6E-14
1.42,8E-14
1.41,-4.4E-13
1.4,-2.2E-13
1.39,-2.9E-13
1.38,-2.4E-13
1.37,0
1.36,-2.8E-13
1.35,1.9E-13
1.34,-2.2E-13
1.33,-1E-13
1.32,-1.5E-13
1.31,-1.5E-13
1.3,6E-14
1.29,-2.1E-13
1.28,7.7E-13
1.27,-5.4E-13
1.26,1.8E-13
1.25,-2.3E-13
1.24,-1.2E-13
1.23,-6E-14
1.22,1.08E-12
1.21,-9E-14
1.2,-1.1E-13
1.19,-9E-14
1.18,6E-14
1.17,1.23E-12
1.16,-2.4E-13
1.15,-1.4E-13
1.14,-1.2E-13
1.13,-2.7E-13
1.12,1.2E-13
1.11,-1.3E-13
1.1,1E-14
1.09,1.1E-13
1.08,-1.6E-13
1.07,-2.1E-13
1.06,-1.5E-13
1.05,-4.1E-13
1.04,-3.2E-13
1.03,-2.9E-13
1.02,-2.6E-13
1.01,-1.9E-13
1,-3.4E-13
0.99,4.6E-13
0.98,-3.9E-13
0.97,-4.3E-13
0.96,-1.2E-13
0.95,-1.1E-11
0.94,-9E-12
0.93,-6.1E-12
0.92,8.5E-12
0.91,-9.7E-12
0.9,-6E-12
0.89,-3.9E-12
0.88,4.6E-12
0.87,1.49E-11
0.86,-3.2E-12
0.85,-1.59E-11
0.84,-6.2E-12
0.83,-1.09E-11
0.82,-1.9E-12
0.81,-1.24E-11
0.8,-1.13E-11
0.79,-3.1E-12
0.78,-2.5E-12
0.77,2E-13
0.76,1.8E-12
0.75,-9.6E-12
0.74,-5E-13
0.73,-2.2E-12
0.72,-1.36E-11
0.71,-3.4E-12
0.7,-5.9E-12
0.69,4E-12
0.68,-1.1E-12
0.67,-4E-12
0.66,-5.2E-12
0.65,-1E-12
0.64,1.8E-12
0.63,-4.9E-12
0.62,-5.3E-12
0.61,-2.2E-12
0.6,2.8E-12
0.59,-8.1E-12
0.58,-1E-12
0.57,-4.6E-12
0.56,-2.2E-12
0.55,-8.9E-12
0.54,-4E-12
0.53,-1.7E-12
0.52,-1.15E-11
0.51,7E-13
0.5,4.5E-12
0.49,1E-12
0.48,-3.9E-12
0.47,4.1E-12
0.46,-7.1E-12
0.45,-9.5E-12
0.44,-2E-12
0.43,6E-13
0.42,-3.9E-12
0.41,-7.3E-12
0.4,-3.3E-12
0.39,-7E-13
0.38,-4.1E-12
0.37,-1.5E-12
0.36,-1.29E-11
0.35,-5E-13
0.34,-3E-13
0.33,-9.1E-12
0.32,-4.6E-12
0.31,-1E-12
0.3,1.6E-12
0.29,-7.4E-12
0.28,-4.6E-12
0.27,-8.5E-12
0.26,1.4E-12
0.25,-1.4E-12
0.24,-2.9E-12
0.23,-1.5E-12
0.22,-8E-12
0.21,3.9E-12
0.2,-7.8E-12
0.19,1E-13
0.18,8E-13
0.17,2.1E-12
0.16,-6.7E-12
0.15,-8E-12
0.14,-3E-13
0.13,-2E-12
0.12,-8E-13
0.11,-6.3E-12
0.1,-5.3E-12
0.09,9E-13
0.08,4E-13
0.07,-4E-12
0.06,-4.3E-12
0.05,-1.5E-12
0.04,1E-13
0.03,-4.7E-12
0.02,-3.3E-12
0.01,-7E-13
0,1.8E-12
