Setup title,"C-V Sweep_check"
-0.4,3.50273E-13
-0.41,3.53629E-13
-0.42,3.53676E-13
-0.43,3.4994E-13
-0.44,3.50929E-13
-0.45,3.52891E-13
-0.46,3.49731E-13
-0.47,3.53814E-13
-0.48,3.51546E-13
-0.49,3.53205E-13
-0.5,3.49951E-13
-0.51,3.489E-13
-0.52,3.51513E-13
-0.53,3.57535E-13
-0.54,3.52237E-13
-0.55,3.47073E-13
-0.56,3.51633E-13
-0.57,3.54374E-13
-0.58,3.56074E-13
-0.59,3.51606E-13
-0.6,3.51816E-13
-0.61,3.52955E-13
-0.62,3.48961E-13
-0.63,3.52033E-13
-0.64,3.4968E-13
-0.65,3.51302E-13
-0.66,3.5445E-13
-0.67,3.57883E-13
-0.68,3.52804E-13
-0.69,3.5345E-13
-0.7,3.53897E-13
-0.71,3.56182E-13
-0.72,3.55265E-13
-0.73,3.49926E-13
-0.74,3.55977E-13
-0.75,3.54708E-13
-0.76,3.52956E-13
-0.77,3.54957E-13
-0.78,3.50438E-13
-0.79,3.55627E-13
-0.8,3.51187E-13
-0.81,3.56612E-13
-0.82,3.52633E-13
-0.83,3.53074E-13
-0.84,3.53913E-13
-0.85,3.51134E-13
-0.86,3.57111E-13
-0.87,3.53643E-13
-0.88,3.5512E-13
-0.89,3.52853E-13
-0.9,3.51294E-13
-0.91,3.51746E-13
-0.92,3.51041E-13
-0.93,3.54196E-13
-0.94,3.55017E-13
-0.95,3.55605E-13
-0.96,3.56234E-13
-0.97,3.55071E-13
-0.98,3.51915E-13
-0.99,3.49869E-13
-1,3.55968E-13
-1.01,3.52732E-13
-1.02,3.51438E-13
-1.03,3.55312E-13
-1.04,3.54852E-13
-1.05,3.52975E-13
-1.06,3.55408E-13
-1.07,3.4975E-13
-1.08,3.59091E-13
-1.09,3.52614E-13
-1.1,3.52419E-13
-1.11,3.54804E-13
-1.12,3.52379E-13
-1.13,3.52364E-13
-1.14,3.54103E-13
-1.15,3.5203E-13
-1.16,3.54547E-13
-1.17,3.54204E-13
-1.18,3.56671E-13
-1.19,3.56179E-13
-1.2,3.48609E-13
-1.21,3.56045E-13
-1.22,3.50019E-13
-1.23,3.56749E-13
-1.24,3.51041E-13
-1.25,3.5649E-13
-1.26,3.54167E-13
-1.27,3.48346E-13
-1.28,3.56687E-13
-1.29,3.49625E-13
-1.3,3.52201E-13
-1.31,3.56322E-13
-1.32,3.5133E-13
-1.33,3.52426E-13
-1.34,3.54986E-13
-1.35,3.57719E-13
-1.36,3.52244E-13
-1.37,3.49395E-13
-1.38,3.55475E-13
-1.39,3.54794E-13
-1.4,3.56246E-13
-1.41,3.53314E-13
-1.42,3.53408E-13
-1.43,3.5648E-13
-1.44,3.55461E-13
-1.45,3.50441E-13
-1.46,3.5143E-13
-1.47,3.50052E-13
-1.48,3.52041E-13
-1.49,3.57107E-13
-1.5,3.54184E-13
-1.51,3.49766E-13
-1.52,3.53039E-13
-1.53,3.58655E-13
-1.54,3.5704E-13
-1.55,3.55066E-13
-1.56,3.55001E-13
-1.57,3.54518E-13
-1.58,3.55281E-13
-1.59,3.51374E-13
-1.6,3.53849E-13
-1.61,3.50399E-13
-1.62,3.52193E-13
-1.63,3.51078E-13
-1.64,3.52577E-13
-1.65,3.50797E-13
-1.66,3.54092E-13
-1.67,3.49203E-13
-1.68,3.50846E-13
-1.69,3.52289E-13
-1.7,3.54832E-13
-1.71,3.49728E-13
-1.72,3.49386E-13
-1.73,3.55071E-13
-1.74,3.50042E-13
-1.75,3.52634E-13
-1.76,3.54835E-13
-1.77,3.55818E-13
-1.78,3.51785E-13
-1.79,3.53782E-13
-1.8,3.50062E-13
-1.81,3.53237E-13
-1.82,3.50951E-13
-1.83,3.55069E-13
-1.84,3.52941E-13
-1.85,3.51922E-13
-1.86,3.5333E-13
-1.87,3.48181E-13
-1.88,3.54298E-13
-1.89,3.55688E-13
-1.9,3.52521E-13
-1.91,3.50805E-13
-1.92,3.53091E-13
-1.93,3.50638E-13
-1.94,3.5075E-13
-1.95,3.53929E-13
-1.96,3.49664E-13
-1.97,3.53764E-13
-1.98,3.54156E-13
-1.99,3.54709E-13
-2,3.53372E-13
-2.01,3.52348E-13
-2.02,3.53321E-13
-2.03,3.50679E-13
-2.04,3.52388E-13
-2.05,3.54047E-13
-2.06,3.52513E-13
-2.07,3.55515E-13
-2.08,3.52094E-13
-2.09,3.50926E-13
-2.1,3.4967E-13
-2.11,3.52421E-13
-2.12,3.51441E-13
-2.13,3.51947E-13
-2.14,3.48944E-13
-2.15,3.55107E-13
-2.16,3.51822E-13
-2.17,3.53957E-13
-2.18,3.52862E-13
-2.19,3.55093E-13
-2.2,3.5278E-13
-2.21,3.53119E-13
-2.22,3.51393E-13
-2.23,3.52705E-13
-2.24,3.52208E-13
-2.25,3.51587E-13
-2.26,3.51523E-13
-2.27,3.50599E-13
-2.28,3.51664E-13
-2.29,3.55542E-13
-2.3,3.55246E-13
-2.31,3.52218E-13
-2.32,3.56587E-13
-2.33,3.52555E-13
-2.34,3.55784E-13
-2.35,3.50404E-13
-2.36,3.51607E-13
-2.37,3.55128E-13
-2.38,3.54177E-13
-2.39,3.5242E-13
-2.4,3.5507E-13
-2.41,3.51904E-13
-2.42,3.55842E-13
-2.43,3.53097E-13
-2.44,3.55255E-13
-2.45,3.53791E-13
-2.46,3.54022E-13
-2.47,3.55403E-13
-2.48,3.55681E-13
-2.49,3.48806E-13
-2.5,3.54227E-13
-2.51,3.52948E-13
-2.52,3.50781E-13
-2.53,3.5363E-13
-2.54,3.50539E-13
-2.55,3.51769E-13
-2.56,3.53484E-13
-2.57,3.52026E-13
-2.58,3.54917E-13
-2.59,3.54965E-13
-2.6,3.55077E-13
-2.61,3.51306E-13
-2.62,3.52482E-13
-2.63,3.51878E-13
-2.64,3.54695E-13
-2.65,3.51127E-13
-2.66,3.53185E-13
-2.67,3.53358E-13
-2.68,3.54148E-13
-2.69,3.49535E-13
-2.7,3.50696E-13
-2.71,3.50875E-13
-2.72,3.54939E-13
-2.73,3.53182E-13
-2.74,3.50048E-13
-2.75,3.57122E-13
-2.76,3.57507E-13
-2.77,3.5429E-13
-2.78,3.50019E-13
-2.79,3.57101E-13
-2.8,3.51591E-13
-2.81,3.54248E-13
-2.82,3.54887E-13
-2.83,3.54932E-13
-2.84,3.57734E-13
-2.85,3.49132E-13
-2.86,3.54894E-13
-2.87,3.50518E-13
-2.88,3.5222E-13
-2.89,3.5189E-13
-2.9,3.51443E-13
-2.91,3.52798E-13
-2.92,3.55155E-13
-2.93,3.52969E-13
-2.94,3.53419E-13
-2.95,3.53225E-13
-2.96,3.47615E-13
-2.97,3.52324E-13
-2.98,3.51665E-13
-2.99,3.49098E-13
-3,3.50659E-13
