Setup title,"C-V Sweep_check"
-0.41,4.57538E-13
-0.42,4.16771E-13
-0.43,4.39441E-13
-0.44,4.52915E-13
-0.45,4.50477E-13
-0.46,4.59599E-13
-0.47,4.37192E-13
-0.48,4.14099E-13
-0.49,4.46796E-13
-0.5,4.65551E-13
-0.51,4.47925E-13
-0.52,4.47327E-13
-0.53,4.82841E-13
-0.54,4.7424E-13
-0.55,4.15712E-13
-0.56,4.68504E-13
-0.57,4.89096E-13
-0.58,4.44775E-13
-0.59,4.60823E-13
-0.6,4.24515E-13
-0.61,4.4426E-13
-0.62,4.27741E-13
-0.63,4.52722E-13
-0.64,4.4708E-13
-0.65,4.16404E-13
-0.66,4.43561E-13
-0.67,4.36838E-13
-0.68,4.22071E-13
-0.69,4.28898E-13
-0.7,4.58929E-13
-0.71,4.23288E-13
-0.72,4.09182E-13
-0.73,4.38166E-13
-0.74,3.92122E-13
-0.75,3.82563E-13
-0.76,4.62135E-13
-0.77,4.4363E-13
-0.78,4.08015E-13
-0.79,4.68732E-13
-0.8,4.42941E-13
-0.81,4.58888E-13
-0.82,3.95781E-13
-0.83,4.38865E-13
-0.84,4.46831E-13
-0.85,3.75369E-13
-0.86,4.07965E-13
-0.87,4.25685E-13
-0.88,4.66382E-13
-0.89,4.5362E-13
-0.9,4.54866E-13
-0.91,4.11538E-13
-0.92,4.40705E-13
-0.93,4.49436E-13
-0.94,5.07462E-13
-0.95,4.48636E-13
-0.96,4.50736E-13
-0.97,4.60421E-13
-0.98,4.15949E-13
-0.99,4.35956E-13
-1,4.11029E-13
-1.01,3.90222E-13
-1.02,4.18235E-13
-1.03,4.07952E-13
-1.04,4.38315E-13
-1.05,4.41265E-13
-1.06,4.24854E-13
-1.07,4.46043E-13
-1.08,4.63106E-13
-1.09,4.46394E-13
-1.1,4.42027E-13
-1.11,4.48095E-13
-1.12,4.45243E-13
-1.13,4.30428E-13
-1.14,4.55893E-13
-1.15,4.30741E-13
-1.16,4.22343E-13
-1.17,4.24873E-13
-1.18,4.05049E-13
-1.19,4.5959E-13
-1.2,4.09881E-13
-1.21,4.57272E-13
-1.22,4.79742E-13
-1.23,4.55966E-13
-1.24,4.1101E-13
-1.25,4.53892E-13
-1.26,4.55609E-13
-1.27,4.52023E-13
-1.28,4.32047E-13
-1.29,4.42318E-13
-1.3,4.29132E-13
-1.31,4.66819E-13
-1.32,4.56899E-13
-1.33,4.32247E-13
-1.34,4.59059E-13
-1.35,4.45389E-13
-1.36,4.52731E-13
-1.37,4.85766E-13
-1.38,3.47903E-13
-1.39,4.18049E-13
-1.4,4.70231E-13
-1.41,4.1495E-13
-1.42,4.35409E-13
-1.43,4.37562E-13
-1.44,4.43254E-13
-1.45,4.44668E-13
-1.46,4.22416E-13
-1.47,4.67622E-13
-1.48,4.33825E-13
-1.49,4.3821E-13
-1.5,4.47672E-13
-1.51,4.34685E-13
-1.52,4.38871E-13
-1.53,4.05144E-13
-1.54,4.35162E-13
-1.55,4.533E-13
-1.56,4.47283E-13
-1.57,4.53345E-13
-1.58,4.52769E-13
-1.59,3.9216E-13
-1.6,4.64219E-13
-1.61,4.38761E-13
-1.62,4.29407E-13
-1.63,4.49838E-13
-1.64,4.62562E-13
-1.65,4.52551E-13
-1.66,4.40124E-13
-1.67,4.11386E-13
-1.68,4.06573E-13
-1.69,4.70626E-13
-1.7,4.43093E-13
-1.71,4.35358E-13
-1.72,4.63192E-13
-1.73,3.91028E-13
-1.74,4.51077E-13
-1.75,4.31285E-13
-1.76,4.28579E-13
-1.77,4.3742E-13
-1.78,4.2079E-13
-1.79,4.33249E-13
-1.8,4.15307E-13
-1.81,4.36044E-13
-1.82,4.42451E-13
-1.83,4.2504E-13
-1.84,4.41031E-13
-1.85,4.50948E-13
-1.86,4.56769E-13
-1.87,4.25603E-13
-1.88,4.19576E-13
-1.89,4.34726E-13
-1.9,4.23042E-13
-1.91,4.39539E-13
-1.92,4.63476E-13
-1.93,4.38574E-13
-1.94,4.8047E-13
-1.95,4.28866E-13
-1.96,4.33587E-13
-1.97,4.07708E-13
-1.98,4.74256E-13
-1.99,4.17492E-13
-2,4.30081E-13
-2.01,4.73494E-13
-2.02,4.38603E-13
-2.03,4.41667E-13
-2.04,5.00891E-13
-2.05,4.19598E-13
-2.06,4.32174E-13
-2.07,4.49231E-13
-2.08,4.56444E-13
-2.09,4.33613E-13
-2.1,4.89153E-13
-2.11,4.17814E-13
-2.12,4.39665E-13
-2.13,4.34271E-13
-2.14,4.42656E-13
-2.15,4.52763E-13
-2.16,4.20389E-13
-2.17,4.33044E-13
-2.18,4.66401E-13
-2.19,4.41683E-13
-2.2,4.38653E-13
-2.21,4.49854E-13
-2.22,4.47789E-13
-2.23,4.49167E-13
-2.24,3.99645E-13
-2.25,4.43216E-13
-2.26,4.61759E-13
-2.27,4.46394E-13
-2.28,4.47238E-13
-2.29,4.37445E-13
-2.3,4.41107E-13
-2.31,4.2831E-13
-2.32,4.47235E-13
-2.33,4.47096E-13
-2.34,4.58682E-13
-2.35,4.37116E-13
-2.36,4.23095E-13
-2.37,4.40279E-13
-2.38,4.36338E-13
-2.39,4.44178E-13
-2.4,4.48127E-13
-2.41,4.3194E-13
-2.42,4.58262E-13
-2.43,4.45123E-13
-2.44,4.56703E-13
-2.45,4.4875E-13
-2.46,4.32677E-13
-2.47,4.51763E-13
-2.48,4.34659E-13
-2.49,4.57297E-13
-2.5,4.94279E-13
-2.51,4.45857E-13
-2.52,4.58809E-13
-2.53,4.33505E-13
-2.54,4.38062E-13
-2.55,4.65753E-13
-2.56,4.32721E-13
-2.57,4.59052E-13
-2.58,4.89264E-13
-2.59,4.10352E-13
-2.6,4.05947E-13
-2.61,4.42394E-13
-2.62,4.3871E-13
-2.63,4.27674E-13
-2.64,4.02696E-13
-2.65,4.12053E-13
-2.66,4.07743E-13
-2.67,4.89074E-13
-2.68,4.59716E-13
-2.69,4.40092E-13
-2.7,4.38928E-13
-2.71,4.37483E-13
-2.72,4.45917E-13
-2.73,4.43643E-13
-2.74,4.29809E-13
-2.75,4.48057E-13
-2.76,4.26906E-13
-2.77,4.39921E-13
-2.78,4.24031E-13
-2.79,4.49945E-13
-2.8,4.37591E-13
-2.81,4.74645E-13
-2.82,4.36664E-13
-2.83,4.15342E-13
-2.84,4.93814E-13
-2.85,3.25176E-13
-2.86,4.24034E-13
-2.87,4.2837E-13
-2.88,3.87246E-13
-2.89,4.26346E-13
-2.9,4.07655E-13
-2.91,4.36999E-13
-2.92,4.14675E-13
-2.93,4.51359E-13
-2.94,4.08031E-13
-2.95,4.27434E-13
-2.96,4.74414E-13
-2.97,4.12496E-13
-2.98,4.5251E-13
-2.99,4.45167E-13
-3,4.48709E-13
