Setup title,"C-V Sweep_check"
-0.41,3.52007E-13
-0.42,3.52878E-13
-0.43,3.54873E-13
-0.44,3.54221E-13
-0.45,3.52633E-13
-0.46,3.54102E-13
-0.47,3.55177E-13
-0.48,3.53316E-13
-0.49,3.52107E-13
-0.5,3.54886E-13
-0.51,3.55885E-13
-0.52,3.52619E-13
-0.53,3.52623E-13
-0.54,3.50194E-13
-0.55,3.54727E-13
-0.56,3.56223E-13
-0.57,3.5214E-13
-0.58,3.49892E-13
-0.59,3.50582E-13
-0.6,3.55094E-13
-0.61,3.51484E-13
-0.62,3.56929E-13
-0.63,3.52868E-13
-0.64,3.51782E-13
-0.65,3.50054E-13
-0.66,3.53005E-13
-0.67,3.50449E-13
-0.68,3.52133E-13
-0.69,3.54944E-13
-0.7,3.51062E-13
-0.71,3.53126E-13
-0.72,3.47589E-13
-0.73,3.53719E-13
-0.74,3.56171E-13
-0.75,3.50952E-13
-0.76,3.53126E-13
-0.77,3.50551E-13
-0.78,3.5018E-13
-0.79,3.55338E-13
-0.8,3.54905E-13
-0.81,3.51179E-13
-0.82,3.5206E-13
-0.83,3.55054E-13
-0.84,3.54143E-13
-0.85,3.56352E-13
-0.86,3.50579E-13
-0.87,3.50558E-13
-0.88,3.4997E-13
-0.89,3.53228E-13
-0.9,3.5492E-13
-0.91,3.53197E-13
-0.92,3.5403E-13
-0.93,3.55528E-13
-0.94,3.51027E-13
-0.95,3.51042E-13
-0.96,3.53261E-13
-0.97,3.51426E-13
-0.98,3.54326E-13
-0.99,3.52134E-13
-1,3.55641E-13
-1.01,3.52522E-13
-1.02,3.58919E-13
-1.03,3.525E-13
-1.04,3.56584E-13
-1.05,3.51322E-13
-1.06,3.53589E-13
-1.07,3.52999E-13
-1.08,3.53429E-13
-1.09,3.52627E-13
-1.1,3.52636E-13
-1.11,3.55347E-13
-1.12,3.53123E-13
-1.13,3.51214E-13
-1.14,3.48461E-13
-1.15,3.53838E-13
-1.16,3.53669E-13
-1.17,3.47888E-13
-1.18,3.50258E-13
-1.19,3.54752E-13
-1.2,3.54732E-13
-1.21,3.51862E-13
-1.22,3.53986E-13
-1.23,3.54885E-13
-1.24,3.4566E-13
-1.25,3.50743E-13
-1.26,3.54861E-13
-1.27,3.56283E-13
-1.28,3.52387E-13
-1.29,3.50251E-13
-1.3,3.52688E-13
-1.31,3.52011E-13
-1.32,3.50578E-13
-1.33,3.52751E-13
-1.34,3.55404E-13
-1.35,3.5312E-13
-1.36,3.54977E-13
-1.37,3.53217E-13
-1.38,3.52211E-13
-1.39,3.5348E-13
-1.4,3.5167E-13
-1.41,3.52529E-13
-1.42,3.48615E-13
-1.43,3.53096E-13
-1.44,3.56827E-13
-1.45,3.51566E-13
-1.46,3.52081E-13
-1.47,3.50208E-13
-1.48,3.56341E-13
-1.49,3.51398E-13
-1.5,3.52685E-13
-1.51,3.51765E-13
-1.52,3.53671E-13
-1.53,3.53835E-13
-1.54,3.49089E-13
-1.55,3.50373E-13
-1.56,3.53427E-13
-1.57,3.55641E-13
-1.58,3.5421E-13
-1.59,3.52512E-13
-1.6,3.51051E-13
-1.61,3.52365E-13
-1.62,3.54772E-13
-1.63,3.51663E-13
-1.64,3.5044E-13
-1.65,3.52146E-13
-1.66,3.53389E-13
-1.67,3.49901E-13
-1.68,3.57642E-13
-1.69,3.54609E-13
-1.7,3.5137E-13
-1.71,3.54583E-13
-1.72,3.52285E-13
-1.73,3.54474E-13
-1.74,3.51234E-13
-1.75,3.54671E-13
-1.76,3.557E-13
-1.77,3.53421E-13
-1.78,3.47908E-13
-1.79,3.55864E-13
-1.8,3.50675E-13
-1.81,3.52028E-13
-1.82,3.5405E-13
-1.83,3.51081E-13
-1.84,3.53096E-13
-1.85,3.54761E-13
-1.86,3.51119E-13
-1.87,3.53938E-13
-1.88,3.47577E-13
-1.89,3.51514E-13
-1.9,3.52336E-13
-1.91,3.52451E-13
-1.92,3.56162E-13
-1.93,3.50406E-13
-1.94,3.57077E-13
-1.95,3.55666E-13
-1.96,3.54753E-13
-1.97,3.51886E-13
-1.98,3.5586E-13
-1.99,3.55717E-13
-2,3.54557E-13
-2.01,3.52691E-13
-2.02,3.52884E-13
-2.03,3.4972E-13
-2.04,3.52593E-13
-2.05,3.51272E-13
-2.06,3.50893E-13
-2.07,3.51691E-13
-2.08,3.54024E-13
-2.09,3.52739E-13
-2.1,3.56614E-13
-2.11,3.49755E-13
-2.12,3.5669E-13
-2.13,3.51025E-13
-2.14,3.53177E-13
-2.15,3.56959E-13
-2.16,3.51522E-13
-2.17,3.54279E-13
-2.18,3.51775E-13
-2.19,3.55127E-13
-2.2,3.5366E-13
-2.21,3.49867E-13
-2.22,3.52549E-13
-2.23,3.5756E-13
-2.24,3.54171E-13
-2.25,3.5373E-13
-2.26,3.50212E-13
-2.27,3.54863E-13
-2.28,3.49664E-13
-2.29,3.5347E-13
-2.3,3.54711E-13
-2.31,3.50119E-13
-2.32,3.53008E-13
-2.33,3.52398E-13
-2.34,3.51695E-13
-2.35,3.55344E-13
-2.36,3.48776E-13
-2.37,3.55652E-13
-2.38,3.52307E-13
-2.39,3.51105E-13
-2.4,3.47275E-13
-2.41,3.52767E-13
-2.42,3.56319E-13
-2.43,3.5598E-13
-2.44,3.48217E-13
-2.45,3.53487E-13
-2.46,3.54403E-13
-2.47,3.51326E-13
-2.48,3.55101E-13
-2.49,3.49729E-13
-2.5,3.54978E-13
-2.51,3.50462E-13
-2.52,3.52267E-13
-2.53,3.49938E-13
-2.54,3.54879E-13
-2.55,3.4821E-13
-2.56,3.57121E-13
-2.57,3.51107E-13
-2.58,3.56356E-13
-2.59,3.51304E-13
-2.6,3.51028E-13
-2.61,3.53752E-13
-2.62,3.53084E-13
-2.63,3.55159E-13
-2.64,3.53866E-13
-2.65,3.52334E-13
-2.66,3.54443E-13
-2.67,3.55228E-13
-2.68,3.52896E-13
-2.69,3.52751E-13
-2.7,3.54109E-13
-2.71,3.53003E-13
-2.72,3.53908E-13
-2.73,3.5321E-13
-2.74,3.50247E-13
-2.75,3.5675E-13
-2.76,3.52918E-13
-2.77,3.50695E-13
-2.78,3.51792E-13
-2.79,3.57487E-13
-2.8,3.49911E-13
-2.81,3.53955E-13
-2.82,3.55111E-13
-2.83,3.52008E-13
-2.84,3.52366E-13
-2.85,3.51345E-13
-2.86,3.56471E-13
-2.87,3.53981E-13
-2.88,3.54004E-13
-2.89,3.53146E-13
-2.9,3.53941E-13
-2.91,3.52786E-13
-2.92,3.50924E-13
-2.93,3.53489E-13
-2.94,3.51732E-13
-2.95,3.52117E-13
-2.96,3.53028E-13
-2.97,3.48253E-13
-2.98,3.55438E-13
-2.99,3.52445E-13
-3,3.59591E-13
