Setup title,"C-V Sweep_post_0_-3_stress"
1.54,4.44873E-10
1.53,4.44998E-10
1.52,4.44857E-10
1.51,4.44919E-10
1.5,4.44783E-10
1.49,4.44835E-10
1.48,4.44748E-10
1.47,4.44813E-10
1.46,4.4472E-10
1.45,4.44742E-10
1.44,4.44718E-10
1.43,4.44702E-10
1.42,4.44639E-10
1.41,4.44548E-10
1.4,4.4465E-10
1.39,4.44486E-10
1.38,4.44565E-10
1.37,4.44435E-10
1.36,4.44544E-10
1.35,4.44344E-10
1.34,4.44427E-10
1.33,4.44308E-10
1.32,4.44444E-10
1.31,4.4419E-10
1.3,4.44282E-10
1.29,4.44176E-10
1.28,4.44271E-10
1.27,4.44025E-10
1.26,4.44245E-10
1.25,4.4406E-10
1.24,4.44198E-10
1.23,4.43953E-10
1.22,4.43988E-10
1.21,4.43862E-10
1.2,4.44014E-10
1.19,4.43839E-10
1.18,4.43903E-10
1.17,4.4363E-10
1.16,4.43906E-10
1.15,4.43617E-10
1.14,4.43779E-10
1.13,4.43536E-10
1.12,4.43654E-10
1.11,4.43403E-10
1.1,4.43547E-10
1.09,4.43366E-10
1.08,4.43479E-10
1.07,4.43326E-10
1.06,4.43416E-10
1.05,4.43221E-10
1.04,4.43287E-10
1.03,4.43143E-10
1.02,4.43213E-10
1.01,4.4299E-10
1,4.43047E-10
0.99,4.42915E-10
0.98,4.42887E-10
0.97,4.42795E-10
0.96,4.42808E-10
0.95,4.42735E-10
0.94,4.42614E-10
0.93,4.42578E-10
0.92,4.42508E-10
0.91,4.42498E-10
0.9,4.42319E-10
0.89,4.42304E-10
0.88,4.42203E-10
0.87,4.42199E-10
0.86,4.42008E-10
0.85,4.41973E-10
0.84,4.41865E-10
0.83,4.41924E-10
0.82,4.41691E-10
0.81,4.41797E-10
0.8,4.41531E-10
0.79,4.41635E-10
0.78,4.41383E-10
0.77,4.41447E-10
0.76,4.41208E-10
0.75,4.41233E-10
0.74,4.40946E-10
0.73,4.4106E-10
0.72,4.40786E-10
0.71,4.40862E-10
0.7,4.40539E-10
0.69,4.40686E-10
0.68,4.40389E-10
0.67,4.40447E-10
0.66,4.40106E-10
0.65,4.40191E-10
0.64,4.39856E-10
0.63,4.39945E-10
0.62,4.3962E-10
0.61,4.39618E-10
0.6,4.39393E-10
0.59,4.39348E-10
0.58,4.3915E-10
0.57,4.38987E-10
0.56,4.38868E-10
0.55,4.38644E-10
0.54,4.38465E-10
0.53,4.38347E-10
0.52,4.38188E-10
0.51,4.37968E-10
0.5,4.37769E-10
0.49,4.37545E-10
0.48,4.37447E-10
0.47,4.37164E-10
0.46,4.36928E-10
0.45,4.36729E-10
0.44,4.36625E-10
0.43,4.36209E-10
0.42,4.36197E-10
0.41,4.35723E-10
0.4,4.35572E-10
0.39,4.35182E-10
0.38,4.34983E-10
0.37,4.34567E-10
0.36,4.34466E-10
0.35,4.3392E-10
0.34,4.33827E-10
0.33,4.33308E-10
0.32,4.33069E-10
0.31,4.32527E-10
0.3,4.3227E-10
0.29,4.31738E-10
0.28,4.31534E-10
0.27,4.30876E-10
0.26,4.3057E-10
0.25,4.29984E-10
0.24,4.29627E-10
0.23,4.28918E-10
0.22,4.28539E-10
0.21,4.27711E-10
0.2,4.27285E-10
0.19,4.26401E-10
0.18,4.2592E-10
0.17,4.25001E-10
0.16,4.24435E-10
0.15,4.23442E-10
0.14,4.22783E-10
0.13,4.21683E-10
0.12,4.20946E-10
0.11,4.19729E-10
0.1,4.18944E-10
0.09,4.17543E-10
0.08,4.16597E-10
0.07,4.15207E-10
0.06,4.14025E-10
0.05,4.123E-10
0.04,4.11031E-10
0.03,4.09328E-10
0.02,4.07926E-10
0.01,4.05898E-10
0,4.0413E-10
-0.01,4.01894E-10
-0.02,4.00044E-10
-0.03,3.97417E-10
-0.04,3.95228E-10
-0.05,3.92462E-10
-0.06,3.90038E-10
-0.07,3.87043E-10
-0.08,3.84181E-10
-0.09,3.8085E-10
-0.1,3.7782E-10
-0.11,3.74146E-10
-0.12,3.70852E-10
-0.13,3.66929E-10
-0.14,3.6339E-10
-0.15,3.5926E-10
-0.16,3.55604E-10
-0.17,3.51357E-10
-0.18,3.47528E-10
-0.19,3.43006E-10
-0.2,3.3947E-10
-0.21,3.35152E-10
-0.22,3.30863E-10
-0.23,3.26753E-10
-0.24,3.23039E-10
-0.25,3.18981E-10
-0.26,3.15301E-10
-0.27,3.11399E-10
-0.28,3.08E-10
-0.29,3.04458E-10
-0.3,3.00959E-10
-0.31,2.97759E-10
-0.32,2.94491E-10
-0.33,2.91403E-10
-0.34,2.8827E-10
-0.35,2.85353E-10
-0.36,2.82556E-10
-0.37,2.79971E-10
-0.38,2.77202E-10
-0.39,2.74848E-10
-0.4,2.72166E-10
-0.41,2.69947E-10
-0.42,2.67393E-10
-0.43,2.65101E-10
-0.44,2.62769E-10
-0.45,2.6087E-10
-0.46,2.58622E-10
-0.47,2.56853E-10
-0.48,2.54673E-10
-0.49,2.5295E-10
-0.5,2.50937E-10
-0.51,2.49373E-10
-0.52,2.47409E-10
-0.53,2.45909E-10
-0.54,2.44013E-10
-0.55,2.42668E-10
-0.56,2.40769E-10
-0.57,2.39522E-10
-0.58,2.37832E-10
-0.59,2.36591E-10
-0.6,2.34859E-10
-0.61,2.3368E-10
-0.62,2.32005E-10
-0.63,2.30941E-10
-0.64,2.29446E-10
-0.65,2.28235E-10
-0.66,2.26742E-10
-0.67,2.25705E-10
-0.68,2.24314E-10
-0.69,2.23249E-10
-0.7,2.21948E-10
-0.71,2.2095E-10
-0.72,2.19706E-10
-0.73,2.18679E-10
-0.74,2.17535E-10
-0.75,2.16526E-10
-0.76,2.15448E-10
-0.77,2.14462E-10
-0.78,2.13421E-10
-0.79,2.12418E-10
-0.8,2.11426E-10
-0.81,2.10421E-10
-0.82,2.09561E-10
-0.83,2.08544E-10
-0.84,2.07671E-10
-0.85,2.06673E-10
-0.86,2.05739E-10
-0.87,2.04849E-10
-0.88,2.03993E-10
-0.89,2.03118E-10
-0.9,2.02354E-10
-0.91,2.01408E-10
-0.92,2.00733E-10
-0.93,1.9983E-10
-0.94,1.99122E-10
-0.95,1.98241E-10
-0.96,1.97556E-10
-0.97,1.96682E-10
-0.98,1.96085E-10
-0.99,1.95216E-10
-1,1.94604E-10
-1.01,1.93737E-10
-1.02,1.93133E-10
-1.03,1.92399E-10
-1.04,1.91808E-10
-1.05,1.90938E-10
-1.06,1.90401E-10
-1.07,1.89576E-10
-1.08,1.89024E-10
-1.09,1.88259E-10
-1.1,1.87729E-10
-1.11,1.86989E-10
-1.12,1.86421E-10
-1.13,1.85727E-10
-1.14,1.85144E-10
-1.15,1.8449E-10
-1.16,1.83929E-10
-1.17,1.83262E-10
-1.18,1.8278E-10
-1.19,1.82164E-10
-1.2,1.81599E-10
-1.21,1.81046E-10
-1.22,1.80493E-10
-1.23,1.79972E-10
-1.24,1.79342E-10
-1.25,1.78836E-10
-1.26,1.78261E-10
-1.27,1.7781E-10
-1.28,1.77238E-10
-1.29,1.76685E-10
-1.3,1.76093E-10
-1.31,1.75668E-10
-1.32,1.751E-10
-1.33,1.74679E-10
-1.34,1.74081E-10
-1.35,1.73663E-10
-1.36,1.73122E-10
-1.37,1.72669E-10
-1.38,1.72165E-10
-1.39,1.71697E-10
-1.4,1.71188E-10
-1.41,1.70776E-10
-1.42,1.70267E-10
-1.43,1.69863E-10
-1.44,1.69397E-10
-1.45,1.6899E-10
-1.46,1.68473E-10
-1.47,1.68084E-10
-1.48,1.67631E-10
-1.49,1.67213E-10
-1.5,1.66725E-10
-1.51,1.66325E-10
-1.52,1.6589E-10
-1.53,1.65479E-10
-1.54,1.65051E-10
-1.55,1.64686E-10
-1.56,1.64223E-10
-1.57,1.63846E-10
-1.58,1.63416E-10
-1.59,1.63075E-10
-1.6,1.62683E-10
-1.61,1.62312E-10
-1.62,1.61888E-10
-1.63,1.61536E-10
-1.64,1.61167E-10
-1.65,1.60734E-10
-1.66,1.60332E-10
-1.67,1.59988E-10
-1.68,1.59653E-10
-1.69,1.59261E-10
-1.7,1.5888E-10
-1.71,1.58534E-10
-1.72,1.5812E-10
-1.73,1.57833E-10
-1.74,1.57412E-10
-1.75,1.57145E-10
-1.76,1.56702E-10
-1.77,1.5644E-10
-1.78,1.56036E-10
-1.79,1.55755E-10
-1.8,1.5536E-10
-1.81,1.5508E-10
-1.82,1.54705E-10
-1.83,1.54415E-10
-1.84,1.54071E-10
-1.85,1.5376E-10
-1.86,1.53387E-10
-1.87,1.53096E-10
-1.88,1.5278E-10
-1.89,1.52488E-10
-1.9,1.52146E-10
-1.91,1.51865E-10
-1.92,1.51528E-10
-1.93,1.51202E-10
-1.94,1.50869E-10
-1.95,1.50601E-10
-1.96,1.50296E-10
-1.97,1.49988E-10
-1.98,1.49694E-10
-1.99,1.49402E-10
-2,1.49115E-10
